"","GO.ID","Term","Annotated","Significant","Expected","Fisher"
"1","GO:0022625","cytosolic large ribosomal subunit",52,12,0.96,"1.3e-10"
"2","GO:0022627","cytosolic small ribosomal subunit",45,9,0.83,"1.1e-07"
"3","GO:0043209","myelin sheath",201,15,3.71,"4.9e-06"
"4","GO:0042788","polysomal ribosome",35,6,0.65,"3.9e-05"
"5","GO:0005883","neurofilament",12,4,0.22,"5.0e-05"
"6","GO:0030426","growth cone",192,12,3.54,"0.00024"
"7","GO:0034362","low-density lipoprotein particle",8,3,0.15,"0.00032"
"8","GO:0030425","dendrite",677,26,12.49,"0.00034"
"9","GO:0099182","presynaptic intermediate filament cytoskeleton",2,2,0.04,"0.00034"
"10","GO:0030424","axon",670,32,12.36,"0.00039"
"11","GO:0043025","neuronal cell body",660,28,12.18,"0.00082"
"12","GO:0034363","intermediate-density lipoprotein particle",3,2,0.06,"0.00101"
"13","GO:0099160","postsynaptic intermediate filament cytoskeleton",3,2,0.06,"0.00101"
"14","GO:0070369","beta-catenin-TCF7L2 complex",3,2,0.06,"0.00101"
"15","GO:0045202","synapse",1210,46,22.33,"0.00131"
"16","GO:0034364","high-density lipoprotein particle",13,3,0.24,"0.00155"
"17","GO:0098984","neuron to neuron synapse",349,17,6.44,"0.00193"
"18","GO:0000786","nucleosome",14,3,0.26,"0.00194"
"19","GO:0005833","hemoglobin complex",6,2,0.11,"0.00484"
"20","GO:0031838","haptoglobin-hemoglobin complex",6,2,0.11,"0.00484"
