"","GO.ID","Term","Annotated","Significant","Expected","Fisher"
"1","GO:0070327","thyroid hormone transport",6,1,0,"0.00048"
"2","GO:0042572","retinol metabolic process",9,1,0,"0.00071"
"3","GO:0006144","purine nucleobase metabolic process",15,1,0,"0.00119"
"4","GO:0034308","primary alcohol metabolic process",37,1,0,"1.00000"
"5","GO:0006629","lipid metabolic process",854,1,0.07,"1.00000"
"6","GO:0034641","cellular nitrogen compound metabolic process",4548,1,0.36,"1.00000"
"7","GO:0046483","heterocycle metabolic process",4036,1,0.32,"1.00000"
"8","GO:1901564","organonitrogen compound metabolic process",4379,1,0.35,"1.00000"
"9","GO:0120254","olefinic compound metabolic process",53,1,0,"1.00000"
"10","GO:0071704","organic substance metabolic process",7427,1,0.59,"1.00000"
"11","GO:0006139","nucleobase-containing compound metabolic process",3944,1,0.31,"1.00000"
"12","GO:0044281","small molecule metabolic process",1127,1,0.09,"1.00000"
"13","GO:0009112","nucleobase metabolic process",26,1,0,"1.00000"
"14","GO:0042445","hormone metabolic process",103,1,0.01,"1.00000"
"15","GO:0006066","alcohol metabolic process",219,1,0.02,"1.00000"
"16","GO:0065007","biological regulation",7868,1,0.62,"1.00000"
"17","GO:0009987","cellular process",10834,1,0.86,"1.00000"
"18","GO:0044237","cellular metabolic process",7258,1,0.58,"1.00000"
"19","GO:0008150","biological_process",12617,1,1,"1.00000"
"20","GO:0044238","primary metabolic process",7011,1,0.56,"1.00000"
