"","GO.ID","Term","Annotated","Significant","Expected","Fisher"
"1","GO:0003735","structural constituent of ribosome",157,18,2.27,"1.2e-11"
"2","GO:0005344","oxygen carrier activity",7,3,0.1,"0.00010"
"3","GO:1990948","ubiquitin ligase inhibitor activity",9,3,0.13,"0.00024"
"4","GO:0048027","mRNA 5'-UTR binding",28,4,0.41,"0.00066"
"5","GO:0016595","glutamate binding",13,3,0.19,"0.00077"
"6","GO:0019825","oxygen binding",13,3,0.19,"0.00077"
"7","GO:0005509","calcium ion binding",454,16,6.57,"0.00095"
"8","GO:0043395","heparan sulfate proteoglycan binding",14,3,0.2,"0.00097"
"9","GO:0070905","serine binding",4,2,0.06,"0.00123"
"10","GO:0008092","cytoskeletal protein binding",855,24,12.38,"0.00141"
"11","GO:0008066","glutamate receptor activity",24,5,0.35,"0.00202"
"12","GO:0031720","haptoglobin binding",5,2,0.07,"0.00203"
"13","GO:0050998","nitric-oxide synthase binding",18,3,0.26,"0.00208"
"14","GO:0030552","cAMP binding",19,3,0.28,"0.00244"
"15","GO:1904315","transmitter-gated ion channel activity involved in regulation of postsynaptic membrane potential",40,4,0.58,"0.00259"
"16","GO:0004972","NMDA glutamate receptor activity",6,2,0.09,"0.00301"
"17","GO:0048306","calcium-dependent protein binding",70,5,1.01,"0.00342"
"18","GO:0019843","rRNA binding",71,5,1.03,"0.00364"
"19","GO:0008443","phosphofructokinase activity",7,2,0.1,"0.00417"
"20","GO:0031492","nucleosomal DNA binding",8,2,0.12,"0.00551"
