"","GO.ID","Term","Annotated","Significant","Expected","Fisher"
"1","GO:0021954","central nervous system neuron development",89,15,3.41,"1.3e-06"
"2","GO:0043524","negative regulation of neuron apoptotic process",168,19,6.43,"2.4e-05"
"3","GO:1902476","chloride transmembrane transport",43,9,1.65,"2.9e-05"
"4","GO:0030007","cellular potassium ion homeostasis",11,5,0.42,"3.1e-05"
"5","GO:0099560","synaptic membrane adhesion",34,8,1.3,"3.3e-05"
"6","GO:0010976","positive regulation of neuron projection development",209,21,8,"5.3e-05"
"7","GO:0007612","learning",166,20,6.35,"0.00012"
"8","GO:0099550","trans-synaptic signaling, modulating synaptic transmission",14,5,0.54,"0.00012"
"9","GO:0006904","vesicle docking involved in exocytosis",41,8,1.57,"0.00014"
"10","GO:0002181","cytoplasmic translation",90,12,3.45,"0.00016"
"11","GO:0050885","neuromuscular process controlling balance",65,10,2.49,"0.00017"
"12","GO:0045744","negative regulation of G protein-coupled receptor signaling ...",54,9,2.07,"0.00019"
"13","GO:0007268","chemical synaptic transmission",651,76,24.92,"0.00020"
"14","GO:0021527","spinal cord association neuron differentiation",9,4,0.34,"0.00023"
"15","GO:2000300","regulation of synaptic vesicle exocytosis",81,11,3.1,"0.00025"
"16","GO:0035640","exploration behavior",34,7,1.3,"0.00025"
"17","GO:0001764","neuron migration",175,19,6.7,"0.00031"
"18","GO:0010001","glial cell differentiation",225,20,8.61,"0.00041"
"19","GO:0042311","vasodilation",48,8,1.84,"0.00043"
"20","GO:0048485","sympathetic nervous system development",18,5,0.69,"0.00046"
