"","GO.ID","Term","Annotated","Significant","Expected","Fisher"
"1","GO:0098978","glutamatergic synapse",312,45,11.88,"9.8e-15"
"2","GO:0022627","cytosolic small ribosomal subunit",45,17,1.71,"2.4e-13"
"3","GO:0098982","GABA-ergic synapse",69,16,2.63,"4.6e-09"
"4","GO:0043025","neuronal cell body",650,56,24.75,"8.3e-09"
"5","GO:0045211","postsynaptic membrane",248,35,9.44,"4.7e-08"
"6","GO:0014069","postsynaptic density",318,39,12.11,"1.6e-07"
"7","GO:0030425","dendrite",667,66,25.4,"3.9e-07"
"8","GO:0022625","cytosolic large ribosomal subunit",52,12,1.98,"4.2e-07"
"9","GO:0045202","synapse",1198,138,45.61,"1.4e-06"
"10","GO:0030424","axon",662,63,25.21,"2.8e-06"
"11","GO:0042734","presynaptic membrane",122,22,4.65,"9.2e-06"
"12","GO:0031594","neuromuscular junction",81,13,3.08,"1.1e-05"
"13","GO:0005887","integral component of plasma membrane",946,75,36.02,"1.3e-05"
"14","GO:0030315","T-tubule",64,11,2.44,"2.6e-05"
"15","GO:0042788","polysomal ribosome",35,8,1.33,"4.0e-05"
"16","GO:0098685","Schaffer collateral - CA1 synapse",80,12,3.05,"4.7e-05"
"17","GO:0043209","myelin sheath",199,20,7.58,"7.4e-05"
"18","GO:0000786","nucleosome",14,5,0.53,"0.00012"
"19","GO:0043197","dendritic spine",192,19,7.31,"0.00014"
"20","GO:1902711","GABA-A receptor complex",15,5,0.57,"0.00017"
