"","GO.ID","Term","Annotated","Significant","Expected","Fisher"
"1","GO:0005314","high-affinity glutamate transmembrane transporter activity",4,2,0.01,"3.9e-05"
"2","GO:0005102","signaling receptor binding",1009,9,2.61,"0.00082"
"3","GO:0008201","heparin binding",101,3,0.26,"0.00221"
"4","GO:0031721","hemoglobin alpha binding",1,1,0,"0.00258"
"5","GO:0031722","hemoglobin beta binding",1,1,0,"0.00258"
"6","GO:0046911","metal chelating activity",1,1,0,"0.00258"
"7","GO:0019838","growth factor binding",113,3,0.29,"0.00305"
"8","GO:0004962","endothelin receptor activity",2,1,0.01,"0.00516"
"9","GO:0099184","structural constituent of postsynaptic intermediate filament cytoskeleton",2,1,0.01,"0.00516"
"10","GO:0060228","phosphatidylcholine-sterol O-acyltransferase activator activity",2,1,0.01,"0.00516"
"11","GO:0008240","tripeptidyl-peptidase activity",3,1,0.01,"0.00773"
"12","GO:0035373","chondroitin sulfate proteoglycan binding",3,1,0.01,"0.00773"
"13","GO:0046848","hydroxyapatite binding",3,1,0.01,"0.00773"
"14","GO:0004471","malate dehydrogenase (decarboxylating) (NAD+) activity",3,1,0.01,"0.00773"
"15","GO:0004473","malate dehydrogenase (decarboxylating) (NADP+) activity",3,1,0.01,"0.00773"
"16","GO:0015250","water channel activity",3,1,0.01,"0.00773"
"17","GO:0033229","cysteine transmembrane transporter activity",3,1,0.01,"0.00773"
"18","GO:0016209","antioxidant activity",53,2,0.14,"0.00823"
"19","GO:0008948","oxaloacetate decarboxylase activity",4,1,0.01,"0.01030"
"20","GO:1904399","heparan sulfate binding",4,1,0.01,"0.01030"
