"","GO.ID","Term","Annotated","Significant","Expected","Fisher"
"1","GO:0007612","learning",163,19,5.52,"2.6e-06"
"2","GO:0010976","positive regulation of neuron projection development",203,21,6.87,"5.4e-06"
"3","GO:1905606","regulation of presynapse assembly",36,8,1.22,"2.1e-05"
"4","GO:0016339","calcium-dependent cell-cell adhesion via plasma membrane cell adhesion molecules",28,7,0.95,"3.1e-05"
"5","GO:0007605","sensory perception of sound",130,15,4.4,"3.3e-05"
"6","GO:0002181","cytoplasmic translation",91,12,3.08,"5.5e-05"
"7","GO:1901897","regulation of relaxation of cardiac muscle",8,4,0.27,"8.1e-05"
"8","GO:2000300","regulation of synaptic vesicle exocytosis",81,11,2.74,"8.5e-05"
"9","GO:0001764","neuron migration",174,17,5.89,"8.7e-05"
"10","GO:0007411","axon guidance",222,19,7.51,"0.00020"
"11","GO:0061844","antimicrobial humoral immune response mediated by antimicrobial peptide",27,6,0.91,"0.00023"
"12","GO:0002092","positive regulation of receptor internalization",29,6,0.98,"0.00036"
"13","GO:0098609","cell-cell adhesion",609,48,20.61,"0.00057"
"14","GO:0007420","brain development",592,38,20.03,"0.00062"
"15","GO:1905809","negative regulation of synapse organization",13,4,0.44,"0.00073"
"16","GO:0035640","exploration behavior",34,6,1.15,"0.00087"
"17","GO:0099560","synaptic membrane adhesion",34,6,1.15,"0.00087"
"18","GO:0035584","calcium-mediated signaling using intracellular calcium source",14,4,0.47,"0.00099"
"19","GO:0036371","protein localization to T-tubule",2,2,0.07,"0.00114"
"20","GO:1902340","negative regulation of chromosome condensation",2,2,0.07,"0.00114"
