"","GO.ID","Term","Annotated","Significant","Expected","Fisher"
"1","GO:0010976","positive regulation of neuron projection development",206,6,0.89,"0.00026"
"2","GO:0071896","protein localization to adherens junction",6,2,0.03,"0.00027"
"3","GO:0007406","negative regulation of neuroblast proliferation",8,2,0.03,"0.00051"
"4","GO:0033603","positive regulation of dopamine secretion",9,2,0.04,"0.00065"
"5","GO:0002523","leukocyte migration involved in inflammatory response",10,2,0.04,"0.00081"
"6","GO:0030007","cellular potassium ion homeostasis",11,2,0.05,"0.00099"
"7","GO:0036376","sodium ion export across plasma membrane",11,2,0.05,"0.00099"
"8","GO:0021683","cerebellar granular layer morphogenesis",12,2,0.05,"0.00119"
"9","GO:0008089","anterograde axonal transport",50,3,0.22,"0.00132"
"10","GO:0045176","apical protein localization",13,2,0.06,"0.00140"
"11","GO:0045217","cell-cell junction maintenance",13,2,0.06,"0.00140"
"12","GO:0051932","synaptic transmission, GABAergic",57,3,0.25,"0.00192"
"13","GO:0006883","cellular sodium ion homeostasis",16,2,0.07,"0.00213"
"14","GO:0019896","axonal transport of mitochondrion",16,2,0.07,"0.00213"
"15","GO:0060253","negative regulation of glial cell proliferation",17,2,0.07,"0.00241"
"16","GO:0048268","clathrin coat assembly",18,2,0.08,"0.00271"
"17","GO:0048488","synaptic vesicle endocytosis",65,3,0.28,"0.00280"
"18","GO:0048485","sympathetic nervous system development",19,2,0.08,"0.00302"
"19","GO:0051966","regulation of synaptic transmission, glutamatergic",69,3,0.3,"0.00332"
"20","GO:0008090","retrograde axonal transport",23,3,0.1,"0.00357"
