"","GO.ID","Term","Annotated","Significant","Expected","Fisher"
"1","GO:0045211","postsynaptic membrane",245,3,0.23,"0.0014"
"2","GO:0099182","presynaptic intermediate filament cytoskeleton",2,1,0,"0.0019"
"3","GO:0043195","terminal bouton",70,2,0.07,"0.0019"
"4","GO:0098978","glutamatergic synapse",309,3,0.29,"0.0027"
"5","GO:0099160","postsynaptic intermediate filament cytoskeleton",3,1,0,"0.0028"
"6","GO:0032279","asymmetric synapse",323,3,0.31,"0.0031"
"7","GO:0099026","anchored component of presynaptic membrane",6,1,0.01,"0.0057"
"8","GO:0032983","kainate selective glutamate receptor complex",6,1,0.01,"0.0057"
"9","GO:0098981","cholinergic synapse",11,1,0.01,"0.0104"
"10","GO:0005883","neurofilament",12,1,0.01,"0.0113"
"11","GO:0043197","dendritic spine",187,2,0.18,"0.0131"
"12","GO:0000786","nucleosome",14,1,0.01,"0.0132"
"13","GO:0044309","neuron spine",192,2,0.18,"0.0137"
"14","GO:0098688","parallel fiber to Purkinje cell synapse",17,1,0.02,"0.0160"
"15","GO:0000159","protein phosphatase type 2A complex",18,1,0.02,"0.0169"
"16","GO:0030425","dendrite",641,3,0.61,"0.0204"
"17","GO:0044815","DNA packaging complex",22,1,0.02,"0.0207"
"18","GO:0097447","dendritic tree",644,3,0.61,"0.0207"
"19","GO:0048787","presynaptic active zone membrane",24,1,0.02,"0.0225"
"20","GO:0005963","magnesium-dependent protein serine/threonine phosphatase com...",28,1,0.03,"0.0262"
