"","GO.ID","Term","Annotated","Significant","Expected","Fisher"
"1","GO:0003735","structural constituent of ribosome",156,28,5.95,"6.4e-12"
"2","GO:1904315","transmitter-gated ion channel activity involved in regulatio...",42,9,1.6,"2.3e-05"
"3","GO:0022851","GABA-gated chloride ion channel activity",12,5,0.46,"5.0e-05"
"4","GO:1990948","ubiquitin ligase inhibitor activity",8,4,0.31,"0.00013"
"5","GO:0005237","inhibitory extracellular ligand-gated ion channel activity",15,5,0.57,"0.00017"
"6","GO:0004890","GABA-A receptor activity",15,5,0.57,"0.00017"
"7","GO:0030165","PDZ domain binding",106,13,4.04,"0.00019"
"8","GO:0005244","voltage-gated ion channel activity",155,19,5.91,"0.00020"
"9","GO:0043395","heparan sulfate proteoglycan binding",16,5,0.61,"0.00024"
"10","GO:0019843","rRNA binding",72,12,2.75,"0.00026"
"11","GO:0044325","transmembrane transporter binding",131,14,5,"0.00048"
"12","GO:0017080","sodium channel regulator activity",28,6,1.07,"0.00055"
"13","GO:0098918","structural constituent of synapse",29,8,1.11,"0.00075"
"14","GO:0005261","cation channel activity",245,23,9.35,"0.00101"
"15","GO:0001639","PLC activating G protein-coupled glutamate receptor activity",2,2,0.08,"0.00145"
"16","GO:0016499","orexin receptor activity",2,2,0.08,"0.00145"
"17","GO:0004692","cGMP-dependent protein kinase activity",2,2,0.08,"0.00145"
"18","GO:0005516","calmodulin binding",166,15,6.33,"0.00173"
"19","GO:0019894","kinesin binding",47,7,1.79,"0.00189"
"20","GO:0008201","heparin binding",104,11,3.97,"0.00203"
