"","GO.ID","Term","Annotated","Significant","Expected","Fisher"
"1","GO:0022627","cytosolic small ribosomal subunit",45,15,1.52,"9.2e-12"
"2","GO:0022625","cytosolic large ribosomal subunit",52,15,1.75,"9.6e-11"
"3","GO:0098978","glutamatergic synapse",309,33,10.43,"4.8e-09"
"4","GO:0043209","myelin sheath",198,23,6.68,"2.4e-07"
"5","GO:0045202","synapse",1191,108,40.19,"3.3e-07"
"6","GO:0043025","neuronal cell body",648,47,21.87,"6.2e-07"
"7","GO:0014069","postsynaptic density",317,34,10.7,"7.1e-07"
"8","GO:0042788","polysomal ribosome",35,9,1.18,"1.7e-06"
"9","GO:0098982","GABA-ergic synapse",67,12,2.26,"2.1e-06"
"10","GO:0045211","postsynaptic membrane",243,28,8.2,"5.1e-06"
"11","GO:0098685","Schaffer collateral - CA1 synapse",81,12,2.73,"1.6e-05"
"12","GO:0042734","presynaptic membrane",122,14,4.12,"6.3e-05"
"13","GO:0030425","dendrite",663,49,22.37,"6.6e-05"
"14","GO:0005912","adherens junction",125,14,4.22,"8.2e-05"
"15","GO:0005887","integral component of plasma membrane",917,57,30.95,"0.00015"
"16","GO:0030672","synaptic vesicle membrane",76,10,2.56,"0.00023"
"17","GO:0016342","catenin complex",27,6,0.91,"0.00023"
"18","GO:0060077","inhibitory synapse",27,6,0.91,"0.00023"
"19","GO:0099061","integral component of postsynaptic density membrane",38,7,1.28,"0.00024"
"20","GO:0030426","growth cone",192,17,6.48,"0.00028"
