"","GO.ID","Term","Annotated","Significant","Expected","Fisher"
"1","GO:1900006","positive regulation of dendrite development",22,3,0.06,"2.3e-05"
"2","GO:0003211","cardiac ventricle formation",5,2,0.01,"6.3e-05"
"3","GO:0034374","low-density lipoprotein particle remodeling",6,2,0.02,"9.5e-05"
"4","GO:0070779","D-aspartate import across plasma membrane",6,2,0.02,"9.5e-05"
"5","GO:0003357","noradrenergic neuron differentiation",7,2,0.02,"0.00013"
"6","GO:0071314","cellular response to cocaine",8,2,0.02,"0.00018"
"7","GO:0015669","gas transport",9,2,0.02,"0.00023"
"8","GO:0060174","limb bud formation",10,2,0.03,"0.00028"
"9","GO:1900272","negative regulation of long-term synaptic potentiation",11,2,0.03,"0.00034"
"10","GO:0050877","nervous system process",826,13,2.11,"0.00036"
"11","GO:0021683","cerebellar granular layer morphogenesis",12,2,0.03,"0.00041"
"12","GO:0098712","L-glutamate import across plasma membrane",14,2,0.04,"0.00057"
"13","GO:0010544","negative regulation of platelet activation",14,2,0.04,"0.00057"
"14","GO:0050885","neuromuscular process controlling balance",64,3,0.16,"0.00057"
"15","GO:0006883","cellular sodium ion homeostasis",16,2,0.04,"0.00075"
"16","GO:0060253","negative regulation of glial cell proliferation",17,2,0.04,"0.00084"
"17","GO:1903975","regulation of glial cell migration",17,2,0.04,"0.00084"
"18","GO:0048485","sympathetic nervous system development",18,2,0.05,"0.00095"
"19","GO:0010996","response to auditory stimulus",19,2,0.05,"0.00106"
"20","GO:0043171","peptide catabolic process",19,2,0.05,"0.00106"
