"","GO.ID","Term","Annotated","Significant","Expected","Fisher"
"1","GO:0005200","structural constituent of cytoskeleton",51,4,0.22,"6.7e-05"
"2","GO:0003735","structural constituent of ribosome",156,5,0.67,"0.00055"
"3","GO:0099186","structural constituent of postsynapse",19,2,0.08,"0.00298"
"4","GO:0008682","2-octoprenyl-3-methyl-6-methoxy-1,4-benzoquinone hydroxylase activity",1,1,0,"0.00431"
"5","GO:0031722","hemoglobin beta binding",1,1,0,"0.00431"
"6","GO:0086037","P-type sodium:potassium-exchanging transporter activity involved in regulation of cardiac muscle cell membrane potential",1,1,0,"0.00431"
"7","GO:0099520","ion antiporter activity involved in regulation of presynaptic membrane potential",1,1,0,"0.00431"
"8","GO:0008066","glutamate receptor activity",23,2,0.1,"0.00436"
"9","GO:0005516","calmodulin binding",160,4,0.69,"0.00498"
"10","GO:0043394","proteoglycan binding",30,2,0.13,"0.00736"
"11","GO:0061891","calcium ion sensor activity",2,1,0.01,"0.00860"
"12","GO:0031721","hemoglobin alpha binding",2,1,0.01,"0.00860"
"13","GO:0035403","histone kinase activity (H3-T6 specific)",2,1,0.01,"0.00860"
"14","GO:1904315","transmitter-gated ion channel activity involved in regulation of postsynaptic membrane potential",38,2,0.16,"0.01163"
"15","GO:0022824","transmitter-gated ion channel activity",40,2,0.17,"0.01283"
"16","GO:0022835","transmitter-gated channel activity",40,2,0.17,"0.01283"
"17","GO:0005094","Rho GDP-dissociation inhibitor activity",3,1,0.01,"0.01288"
"18","GO:0099184","structural constituent of postsynaptic intermediate filament cytoskeleton",3,1,0.01,"0.01288"
"19","GO:0035373","chondroitin sulfate proteoglycan binding",3,1,0.01,"0.01288"
"20","GO:0051430","corticotropin-releasing hormone receptor 1 binding",3,1,0.01,"0.01288"
