"","GO.ID","Term","Annotated","Significant","Expected","Fisher"
"1","GO:0003735","structural constituent of ribosome",156,21,2.89,"1.1e-12"
"2","GO:0031492","nucleosomal DNA binding",8,4,0.15,"7.6e-06"
"3","GO:0000978","RNA polymerase II cis-regulatory region sequence-specific DN...",906,34,16.78,"6.8e-05"
"4","GO:0005509","calcium ion binding",481,22,8.91,"9.2e-05"
"5","GO:0070180","large ribosomal subunit rRNA binding",8,3,0.15,"0.00033"
"6","GO:1990948","ubiquitin ligase inhibitor activity",9,3,0.17,"0.00049"
"7","GO:0004111","creatine kinase activity",3,2,0.06,"0.00101"
"8","GO:0005200","structural constituent of cytoskeleton",53,5,0.98,"0.00292"
"9","GO:0043395","heparan sulfate proteoglycan binding",16,3,0.3,"0.00294"
"10","GO:0042834","peptidoglycan binding",5,2,0.09,"0.00329"
"11","GO:0008201","heparin binding",111,7,2.06,"0.00458"
"12","GO:0031720","haptoglobin binding",6,2,0.11,"0.00488"
"13","GO:0000979","RNA polymerase II core promoter sequence-specific DNA bindin...",19,3,0.35,"0.00489"
"14","GO:0001221","transcription coregulator binding",87,6,1.61,"0.00552"
"15","GO:0001228","DNA-binding transcription activator activity, RNA polymerase...",392,15,7.26,"0.00650"
"16","GO:0030628","pre-mRNA 3'-splice site binding",7,2,0.13,"0.00675"
"17","GO:0070324","thyroid hormone binding",7,2,0.13,"0.00675"
"18","GO:0003730","mRNA 3'-UTR binding",93,6,1.72,"0.00760"
"19","GO:0010851","cyclase regulator activity",8,2,0.15,"0.00889"
"20","GO:0035727","lysophosphatidic acid binding",8,2,0.15,"0.00889"
