"","GO.ID","Term","Annotated","Significant","Expected","Fisher"
"1","GO:0050808","synapse organization",463,29,7.84,"1.6e-05"
"2","GO:0045944","positive regulation of transcription by RNA polymerase II",950,34,16.08,"2.8e-05"
"3","GO:0035914","skeletal muscle cell differentiation",58,7,0.98,"5.3e-05"
"4","GO:0086091","regulation of heart rate by cardiac conduction",26,5,0.44,"6.6e-05"
"5","GO:0048661","positive regulation of smooth muscle cell proliferation",89,8,1.51,"0.00013"
"6","GO:0086015","SA node cell action potential",7,3,0.12,"0.00016"
"7","GO:0010656","negative regulation of muscle cell apoptotic process",49,6,0.83,"0.00017"
"8","GO:0086005","ventricular cardiac muscle cell action potential",18,4,0.3,"0.00020"
"9","GO:0099150","regulation of postsynaptic specialization assembly",18,4,0.3,"0.00020"
"10","GO:0048013","ephrin receptor signaling pathway",33,5,0.56,"0.00022"
"11","GO:0030862","positive regulation of polarized epithelial cell differentia...",2,2,0.03,"0.00029"
"12","GO:2000463","positive regulation of excitatory postsynaptic potential",36,5,0.61,"0.00033"
"13","GO:0060291","long-term synaptic potentiation",105,8,1.78,"0.00041"
"14","GO:0099149","regulation of postsynaptic neurotransmitter receptor interna...",22,4,0.37,"0.00046"
"15","GO:0086014","atrial cardiac muscle cell action potential",10,3,0.17,"0.00053"
"16","GO:0048814","regulation of dendrite morphogenesis",89,7,1.51,"0.00078"
"17","GO:0007411","axon guidance",202,13,3.42,"0.00078"
"18","GO:0002042","cell migration involved in sprouting angiogenesis",44,5,0.74,"0.00085"
"19","GO:0098582","innate vocalization behavior",3,2,0.05,"0.00085"
"20","GO:0061577","calcium ion transmembrane transport via high voltage-gated c...",12,3,0.2,"0.00094"
