"","GO.ID","Term","Annotated","Significant","Expected","Fisher"
"1","GO:0035976","transcription factor AP-1 complex",4,3,0.02,"8.1e-07"
"2","GO:0031527","filopodium membrane",17,3,0.1,"0.00013"
"3","GO:0043005","neuron projection",1350,17,8.03,"0.00229"
"4","GO:0098794","postsynapse",588,10,3.5,"0.00254"
"5","GO:0098688","parallel fiber to Purkinje cell synapse",17,2,0.1,"0.00449"
"6","GO:0005634","nucleus",5973,53,35.52,"0.00491"
"7","GO:0071757","hexameric IgM immunoglobulin complex",1,1,0.01,"0.00595"
"8","GO:0005654","nucleoplasm",3109,29,18.49,"0.00614"
"9","GO:1903561","extracellular vesicle",76,3,0.45,"0.01046"
"10","GO:0014069","postsynaptic density",319,6,1.9,"0.01185"
"11","GO:0098956","intrinsic component of dense core granule membrane",2,1,0.01,"0.01186"
"12","GO:0031673","H zone",2,1,0.01,"0.01186"
"13","GO:1990742","microvesicle",2,1,0.01,"0.01186"
"14","GO:0098675","intrinsic component of neuronal dense core vesicle membrane",2,1,0.01,"0.01186"
"15","GO:0099066","integral component of neuronal dense core vesicle membrane",2,1,0.01,"0.01186"
"16","GO:0071756","pentameric IgM immunoglobulin complex",2,1,0.01,"0.01186"
"17","GO:0065010","extracellular membrane-bounded organelle",82,3,0.49,"0.01284"
"18","GO:0043230","extracellular organelle",82,3,0.49,"0.01284"
"19","GO:0032279","asymmetric synapse",328,6,1.95,"0.01345"
"20","GO:0099572","postsynaptic specialization",336,6,2,"0.01499"
