"","GO.ID","Term","Annotated","Significant","Expected","Fisher"
"1","GO:0010428","methyl-CpNpG binding",1,1,0,"0.0013"
"2","GO:0090556","phosphatidylserine floppase activity",2,1,0,"0.0026"
"3","GO:0034188","apolipoprotein A-I receptor activity",2,1,0,"0.0026"
"4","GO:0008489","UDP-galactose:glucosylceramide beta-1,4-galactosyltransferase activity",3,1,0,"0.0039"
"5","GO:0042803","protein homodimerization activity",550,4,0.72,"0.0050"
"6","GO:0046623","sphingolipid floppase activity",4,1,0.01,"0.0052"
"7","GO:0034186","apolipoprotein A-I binding",4,1,0.01,"0.0052"
"8","GO:0090554","phosphatidylcholine floppase activity",5,1,0.01,"0.0065"
"9","GO:0003945","N-acetyllactosamine synthase activity",5,1,0.01,"0.0065"
"10","GO:0051219","phosphoprotein binding",96,2,0.13,"0.0069"
"11","GO:0004983","neuropeptide Y receptor activity",6,1,0.01,"0.0078"
"12","GO:0008035","high-density lipoprotein particle binding",8,1,0.01,"0.0104"
"13","GO:0008330","protein tyrosine/threonine phosphatase activity",11,1,0.01,"0.0143"
"14","GO:0017017","MAP kinase tyrosine/serine/threonine phosphatase activity",12,1,0.02,"0.0156"
"15","GO:0033549","MAP kinase phosphatase activity",13,1,0.02,"0.0169"
"16","GO:0005545","1-phosphatidylinositol binding",14,1,0.02,"0.0182"
"17","GO:0008320","protein transmembrane transporter activity",15,1,0.02,"0.0195"
"18","GO:0120020","cholesterol transfer activity",17,1,0.02,"0.0220"
"19","GO:0000979","RNA polymerase II core promoter sequence-specific DNA binding",17,1,0.02,"0.0220"
"20","GO:0004970","ionotropic glutamate receptor activity",18,1,0.02,"0.0233"
