"","GO.ID","Term","Annotated","Significant","Expected","Fisher"
"1","GO:0035976","transcription factor AP-1 complex",4,1,0.01,"0.0052"
"2","GO:0120025","plasma membrane bounded cell projection",1932,7,2.5,"0.0077"
"3","GO:0043240","Fanconi anaemia nuclear complex",14,1,0.02,"0.0179"
"4","GO:0098890","extrinsic component of postsynaptic membrane",16,1,0.02,"0.0205"
"5","GO:0016323","basolateral plasma membrane",178,2,0.23,"0.0217"
"6","GO:0043005","neuron projection",1338,5,1.73,"0.0240"
"7","GO:0043197","dendritic spine",194,2,0.25,"0.0255"
"8","GO:0044309","neuron spine",199,2,0.26,"0.0267"
"9","GO:0009925","basal plasma membrane",205,2,0.26,"0.0282"
"10","GO:0099243","extrinsic component of synaptic membrane",23,1,0.03,"0.0293"
"11","GO:0005887","integral component of plasma membrane",956,4,1.23,"0.0311"
"12","GO:0045178","basal part of cell",222,2,0.29,"0.0327"
"13","GO:0098590","plasma membrane region",1005,4,1.3,"0.0365"
"14","GO:0031226","intrinsic component of plasma membrane",1016,4,1.31,"0.0377"
"15","GO:0098688","parallel fiber to Purkinje cell synapse",33,1,0.04,"0.0418"
"16","GO:0098794","postsynapse",685,3,0.88,"0.0556"
"17","GO:0045211","postsynaptic membrane",298,2,0.38,"0.0557"
"18","GO:0099738","cell cortex region",49,1,0.06,"0.0615"
"19","GO:0008328","ionotropic glutamate receptor complex",54,1,0.07,"0.0675"
"20","GO:0098878","neurotransmitter receptor complex",55,1,0.07,"0.0688"
