"","GO.ID","Term","Annotated","Significant","Expected","Fisher"
"1","GO:0071277","cellular response to calcium ion",70,3,0.06,"2.5e-05"
"2","GO:1904322","cellular response to forskolin",14,2,0.01,"6.0e-05"
"3","GO:0032793","positive regulation of CREB transcription factor activity",17,2,0.01,"9.0e-05"
"4","GO:1902895","positive regulation of pri-miRNA transcription by RNA polyme...",35,2,0.03,"0.00039"
"5","GO:0007616","long-term memory",37,2,0.03,"0.00044"
"6","GO:0071377","cellular response to glucagon stimulus",1,1,0,"0.00085"
"7","GO:0033168","conversion of ds siRNA to ss siRNA involved in RNA interfere...",1,1,0,"0.00085"
"8","GO:0098759","cellular response to interleukin-8",1,1,0,"0.00085"
"9","GO:0072303","positive regulation of glomerular metanephric mesangial cell...",1,1,0,"0.00085"
"10","GO:0019933","cAMP-mediated signaling",53,2,0.05,"0.00090"
"11","GO:0035914","skeletal muscle cell differentiation",57,2,0.05,"0.00104"
"12","GO:0061178","regulation of insulin secretion involved in cellular respons...",66,2,0.06,"0.00139"
"13","GO:0071315","cellular response to morphine",2,1,0,"0.00171"
"14","GO:0071506","cellular response to mycophenolic acid",2,1,0,"0.00171"
"15","GO:0010070","zygote asymmetric cell division",2,1,0,"0.00171"
"16","GO:0030316","osteoclast differentiation",83,2,0.07,"0.00219"
"17","GO:0032290","peripheral nervous system myelin formation",3,1,0,"0.00256"
"18","GO:0070173","regulation of enamel mineralization",3,1,0,"0.00256"
"19","GO:0071335","hair follicle cell proliferation",3,1,0,"0.00256"
"20","GO:1904906","positive regulation of endothelial cell-matrix adhesion via ...",3,1,0,"0.00256"
