"","GO.ID","Term","Annotated","Significant","Expected","Fisher"
"1","GO:0099575","regulation of protein catabolic process at presynapse, modulating synaptic transmission",3,1,0,"0.00068"
"2","GO:0035372","protein localization to microtubule",18,1,0,"0.00405"
"3","GO:0007026","negative regulation of microtubule depolymerization",30,1,0.01,"0.00675"
"4","GO:0043001","Golgi to plasma membrane protein transport",38,1,0.01,"0.00854"
"5","GO:0035272","exocrine system development",40,1,0.01,"0.00899"
"6","GO:0032874","positive regulation of stress-activated MAPK cascade",91,1,0.02,"0.02037"
"7","GO:0070304","positive regulation of stress-activated protein kinase signaling cascade",93,1,0.02,"0.02081"
"8","GO:0008360","regulation of cell shape",133,1,0.03,"0.02968"
"9","GO:0032872","regulation of stress-activated MAPK cascade",144,1,0.03,"0.03210"
"10","GO:0051017","actin filament bundle assembly",145,1,0.03,"0.03233"
"11","GO:0070302","regulation of stress-activated protein kinase signaling cascade",147,1,0.03,"0.03277"
"12","GO:0061572","actin filament bundle organization",147,1,0.03,"0.03277"
"13","GO:0030041","actin filament polymerization",160,1,0.04,"0.03563"
"14","GO:0008154","actin polymerization or depolymerization",181,1,0.04,"0.04024"
"15","GO:0051403","stress-activated MAPK cascade",190,1,0.04,"0.04221"
"16","GO:0017157","regulation of exocytosis",195,1,0.04,"0.04331"
"17","GO:0031098","stress-activated protein kinase signaling cascade",204,1,0.05,"0.04528"
"18","GO:0045055","regulated exocytosis",219,1,0.05,"0.04855"
"19","GO:0051258","protein polymerization",248,1,0.06,"0.05486"
"20","GO:0022604","regulation of cell morphogenesis",296,1,0.07,"0.06524"
