"","GO.ID","Term","Annotated","Significant","Expected","Fisher"
"1","GO:0005887","integral component of plasma membrane",937,5,1.16,"0.0047"
"2","GO:0035976","transcription factor AP-1 complex",4,1,0,"0.0050"
"3","GO:0120025","plasma membrane bounded cell projection",1932,7,2.4,"0.0062"
"4","GO:0043240","Fanconi anaemia nuclear complex",14,1,0.02,"0.0173"
"5","GO:0043005","neuron projection",1325,5,1.65,"0.0198"
"6","GO:0016323","basolateral plasma membrane",181,2,0.22,"0.0208"
"7","GO:0098688","parallel fiber to Purkinje cell synapse",17,1,0.02,"0.0209"
"8","GO:0043197","dendritic spine",188,2,0.23,"0.0224"
"9","GO:0044309","neuron spine",193,2,0.24,"0.0235"
"10","GO:0009925","basal plasma membrane",206,2,0.26,"0.0265"
"11","GO:0098590","plasma membrane region",954,4,1.19,"0.0272"
"12","GO:0045178","basal part of cell",223,2,0.28,"0.0307"
"13","GO:0045211","postsynaptic membrane",246,2,0.31,"0.0367"
"14","GO:0099061","integral component of postsynaptic density membrane",38,1,0.05,"0.0462"
"15","GO:0099146","intrinsic component of postsynaptic density membrane",40,1,0.05,"0.0486"
"16","GO:0008328","ionotropic glutamate receptor complex",44,1,0.05,"0.0533"
"17","GO:0099738","cell cortex region",45,1,0.06,"0.0545"
"18","GO:0098878","neurotransmitter receptor complex",45,1,0.06,"0.0545"
"19","GO:0099060","integral component of postsynaptic specialization membrane",54,1,0.07,"0.0650"
"20","GO:0098948","intrinsic component of postsynaptic specialization membrane",56,1,0.07,"0.0674"
