"","GO.ID","Term","Annotated","Significant","Expected","Fisher"
"1","GO:0071277","cellular response to calcium ion",69,3,0.06,"2.6e-05"
"2","GO:1904322","cellular response to forskolin",13,2,0.01,"5.5e-05"
"3","GO:0032793","positive regulation of CREB transcription factor activity",17,2,0.01,"9.6e-05"
"4","GO:1902895","positive regulation of pri-miRNA transcription by RNA polymerase II",35,2,0.03,"0.00042"
"5","GO:0007616","long-term memory",36,2,0.03,"0.00044"
"6","GO:0070173","regulation of enamel mineralization",1,1,0,"0.00088"
"7","GO:0098759","cellular response to interleukin-8",1,1,0,"0.00088"
"8","GO:0033168","conversion of ds siRNA to ss siRNA involved in RNA interference",1,1,0,"0.00088"
"9","GO:0071377","cellular response to glucagon stimulus",1,1,0,"0.00088"
"10","GO:0072303","positive regulation of glomerular metanephric mesangial cell proliferation",1,1,0,"0.00088"
"11","GO:0035914","skeletal muscle cell differentiation",57,2,0.05,"0.00111"
"12","GO:0061178","regulation of insulin secretion involved in cellular response to glucose stimulus",65,2,0.06,"0.00144"
"13","GO:0019933","cAMP-mediated signaling",66,2,0.06,"0.00148"
"14","GO:0071506","cellular response to mycophenolic acid",2,1,0,"0.00176"
"15","GO:0071315","cellular response to morphine",2,1,0,"0.00176"
"16","GO:0010070","zygote asymmetric cell division",2,1,0,"0.00176"
"17","GO:0030316","osteoclast differentiation",82,2,0.07,"0.00227"
"18","GO:0034199","activation of protein kinase A activity",3,1,0,"0.00264"
"19","GO:0060086","circadian temperature homeostasis",3,1,0,"0.00264"
"20","GO:0071335","hair follicle cell proliferation",3,1,0,"0.00264"
