"","GO.ID","Term","Annotated","Significant","Expected","Fisher"
"1","GO:0044729","hemi-methylated DNA-binding",1,1,0,"0.00052"
"2","GO:0010385","double-stranded methylated DNA binding",5,1,0,"0.00259"
"3","GO:0004983","neuropeptide Y receptor activity",5,1,0,"0.00259"
"4","GO:0008330","protein tyrosine/threonine phosphatase activity",11,1,0.01,"0.00570"
"5","GO:0017017","MAP kinase tyrosine/serine/threonine phosphatase activity",12,1,0.01,"0.00622"
"6","GO:0000979","RNA polymerase II core promoter sequence-specific DNA binding",18,1,0.01,"0.00931"
"7","GO:0070577","lysine-acetylated histone binding",19,1,0.01,"0.00983"
"8","GO:0005158","insulin receptor binding",23,1,0.01,"0.01189"
"9","GO:0035035","histone acetyltransferase binding",31,1,0.02,"0.01599"
"10","GO:0051019","mitogen-activated protein kinase binding",40,1,0.02,"0.02059"
"11","GO:0008270","zinc ion binding",537,2,0.28,"0.02912"
"12","GO:1990841","promoter-specific chromatin binding",57,1,0.03,"0.02924"
"13","GO:0004722","protein serine/threonine phosphatase activity",59,1,0.03,"0.03025"
"14","GO:0004725","protein tyrosine phosphatase activity",87,1,0.05,"0.04433"
"15","GO:0051219","phosphoprotein binding",94,1,0.05,"0.04782"
"16","GO:0046914","transition metal ion binding",713,2,0.37,"0.04914"
"17","GO:0019838","growth factor binding",106,1,0.06,"0.05378"
"18","GO:0019899","enzyme binding",1861,3,0.97,"0.05976"
"19","GO:0008017","microtubule binding",237,1,0.12,"0.11680"
"20","GO:0031625","ubiquitin protein ligase binding",274,1,0.14,"0.13393"
