"","GO.ID","Term","Annotated","Significant","Expected","Fisher"
"1","GO:0099575","regulation of protein catabolic process at presynapse, modul...",3,1,0,"0.00066"
"2","GO:0035372","protein localization to microtubule",18,1,0,"0.00394"
"3","GO:0007026","negative regulation of microtubule depolymerization",30,1,0.01,"0.00656"
"4","GO:0043001","Golgi to plasma membrane protein transport",39,1,0.01,"0.00853"
"5","GO:0035272","exocrine system development",40,1,0.01,"0.00874"
"6","GO:0032874","positive regulation of stress-activated MAPK cascade",103,1,0.02,"0.02241"
"7","GO:0070304","positive regulation of stress-activated protein kinase signa...",105,1,0.02,"0.02285"
"8","GO:0008360","regulation of cell shape",134,1,0.03,"0.02909"
"9","GO:0051017","actin filament bundle assembly",148,1,0.03,"0.03210"
"10","GO:0061572","actin filament bundle organization",150,1,0.03,"0.03253"
"11","GO:0030041","actin filament polymerization",160,1,0.04,"0.03467"
"12","GO:0032872","regulation of stress-activated MAPK cascade",160,1,0.04,"0.03467"
"13","GO:0070302","regulation of stress-activated protein kinase signaling casc...",163,1,0.04,"0.03531"
"14","GO:0008154","actin polymerization or depolymerization",181,1,0.04,"0.03916"
"15","GO:0051403","stress-activated MAPK cascade",196,1,0.04,"0.04236"
"16","GO:0017157","regulation of exocytosis",201,1,0.04,"0.04343"
"17","GO:0031098","stress-activated protein kinase signaling cascade",205,1,0.04,"0.04428"
"18","GO:0045055","regulated exocytosis",222,1,0.05,"0.04789"
"19","GO:0051258","protein polymerization",245,1,0.05,"0.05276"
"20","GO:0022604","regulation of cell morphogenesis",301,1,0.07,"0.06455"
