"","GO.ID","Term","Annotated","Significant","Expected","Fisher"
"1","GO:0098582","innate vocalization behavior",2,1,0,"0.0012"
"2","GO:2000620","positive regulation of histone H4-K16 acetylation",2,1,0,"0.0012"
"3","GO:0098912","membrane depolarization during atrial cardiac muscle cell action potential",2,1,0,"0.0012"
"4","GO:1904879","positive regulation of calcium ion transmembrane transport via high voltage-gated calcium channel",4,1,0,"0.0023"
"5","GO:0006114","glycerol biosynthetic process",4,1,0,"0.0023"
"6","GO:0086045","membrane depolarization during AV node cell action potential",4,1,0,"0.0023"
"7","GO:1901843","positive regulation of high voltage-gated calcium channel activity",5,1,0,"0.0029"
"8","GO:0035022","positive regulation of Rac protein signal transduction",7,1,0,"0.0040"
"9","GO:0000492","box C/D snoRNP assembly",9,1,0.01,"0.0052"
"10","GO:0098693","regulation of synaptic vesicle cycle",11,1,0.01,"0.0064"
"11","GO:0060013","righting reflex",12,1,0.01,"0.0069"
"12","GO:0045721","negative regulation of gluconeogenesis",13,1,0.01,"0.0075"
"13","GO:0051639","actin filament network formation",13,1,0.01,"0.0075"
"14","GO:0051571","positive regulation of histone H3-K4 methylation",16,1,0.01,"0.0092"
"15","GO:0035372","protein localization to microtubule",17,1,0.01,"0.0098"
"16","GO:0010592","positive regulation of lamellipodium assembly",25,1,0.01,"0.0144"
"17","GO:0086091","regulation of heart rate by cardiac conduction",26,1,0.02,"0.0150"
"18","GO:1902745","positive regulation of lamellipodium organization",31,1,0.02,"0.0178"
"19","GO:0007026","negative regulation of microtubule depolymerization",31,1,0.02,"0.0178"
"20","GO:0010591","regulation of lamellipodium assembly",33,1,0.02,"0.0190"
