"","GO.ID","Term","Annotated","Significant","Expected","Fisher"
"1","GO:0045944","positive regulation of transcription by RNA polymerase II",947,33,14.43,"6.7e-06"
"2","GO:0021954","central nervous system neuron development",92,9,1.4,"1.1e-05"
"3","GO:0071376","cellular response to corticotropin-releasing hormone stimulus",4,3,0.06,"1.4e-05"
"4","GO:2000310","regulation of NMDA receptor activity",26,5,0.4,"4.0e-05"
"5","GO:0021542","dentate gyrus development",15,4,0.23,"6.3e-05"
"6","GO:0071277","cellular response to calcium ion",70,7,1.07,"9.2e-05"
"7","GO:0000188","inactivation of MAPK activity",18,4,0.27,"0.00014"
"8","GO:0060291","long-term synaptic potentiation",107,10,1.63,"0.00014"
"9","GO:0050807","regulation of synapse organization",248,15,3.78,"0.00016"
"10","GO:0044849","estrous cycle",8,3,0.12,"0.00018"
"11","GO:0043524","negative regulation of neuron apoptotic process",162,10,2.47,"0.00019"
"12","GO:2000463","positive regulation of excitatory postsynaptic potential",38,5,0.58,"0.00026"
"13","GO:0006813","potassium ion transport",202,11,3.08,"0.00027"
"14","GO:2000969","positive regulation of AMPA receptor activity",9,3,0.14,"0.00027"
"15","GO:0007268","chemical synaptic transmission",646,39,9.84,"0.00037"
"16","GO:0051209","release of sequestered calcium ion into cytosol",89,7,1.36,"0.00041"
"17","GO:1904064","positive regulation of cation transmembrane transport",131,11,2,"0.00051"
"18","GO:0086001","cardiac muscle cell action potential",45,5,0.69,"0.00058"
"19","GO:0001706","endoderm formation",26,4,0.4,"0.00060"
"20","GO:0008344","adult locomotory behavior",95,7,1.45,"0.00061"
