"","GO.ID","Term","Annotated","Significant","Expected","Fisher"
"1","GO:0034766","negative regulation of ion transmembrane transport",99,5,0.71,"0.0007"
"2","GO:0048024","regulation of mRNA splicing, via spliceosome",93,6,0.66,"0.0023"
"3","GO:0006338","chromatin remodeling",139,5,0.99,"0.0031"
"4","GO:0045176","apical protein localization",12,2,0.09,"0.0032"
"5","GO:0006406","mRNA export from nucleus",45,3,0.32,"0.0040"
"6","GO:0019896","axonal transport of mitochondrion",14,2,0.1,"0.0043"
"7","GO:0006511","ubiquitin-dependent protein catabolic process",539,11,3.84,"0.0046"
"8","GO:0033235","positive regulation of protein sumoylation",15,2,0.11,"0.0050"
"9","GO:0032409","regulation of transporter activity",230,6,1.64,"0.0060"
"10","GO:0070936","protein K48-linked ubiquitination",54,3,0.39,"0.0067"
"11","GO:0000381","regulation of alternative mRNA splicing, via spliceosome",55,3,0.39,"0.0071"
"12","GO:1905528","positive regulation of Golgi lumen acidification",1,1,0.01,"0.0071"
"13","GO:1904911","negative regulation of establishment of RNA localization to telomere",1,1,0.01,"0.0071"
"14","GO:0098507","polynucleotide 5' dephosphorylation",1,1,0.01,"0.0071"
"15","GO:2000986","negative regulation of behavioral fear response",1,1,0.01,"0.0071"
"16","GO:0040032","post-embryonic body morphogenesis",1,1,0.01,"0.0071"
"17","GO:0072749","cellular response to cytochalasin B",1,1,0.01,"0.0071"
"18","GO:0003412","establishment of epithelial cell apical/basal polarity involved in camera-type eye morphogenesis",1,1,0.01,"0.0071"
"19","GO:0062026","negative regulation of SCF-dependent proteasomal ubiquitin-dependent catabolic process",1,1,0.01,"0.0071"
"20","GO:1904792","positive regulation of shelterin complex assembly",1,1,0.01,"0.0071"
