"","GO.ID","Term","Annotated","Significant","Expected","Fisher"
"1","GO:0003735","structural constituent of ribosome",157,92,26.32,"< 1e-30"
"2","GO:0005515","protein binding",7368,1426,1235.43,"1.4e-09"
"3","GO:0003729","mRNA binding",286,84,47.96,"2.7e-06"
"4","GO:0003924","GTPase activity",237,65,39.74,"2.3e-05"
"5","GO:0005525","GTP binding",295,76,49.46,"5.1e-05"
"6","GO:0003723","RNA binding",1026,252,172.03,"7.1e-05"
"7","GO:0031625","ubiquitin protein ligase binding",285,73,47.79,"8.7e-05"
"8","GO:0051082","unfolded protein binding",82,28,13.75,"9.7e-05"
"9","GO:0005246","calcium channel regulator activity",35,15,5.87,"0.00025"
"10","GO:1990948","ubiquitin ligase inhibitor activity",8,6,1.34,"0.00045"
"11","GO:0045294","alpha-catenin binding",8,6,1.34,"0.00045"
"12","GO:0030276","clathrin binding",60,21,10.06,"0.00048"
"13","GO:0008022","protein C-terminus binding",218,56,36.55,"0.00051"
"14","GO:0001671","ATPase activator activity",23,11,3.86,"0.00054"
"15","GO:0005005","transmembrane-ephrin receptor activity",11,7,1.84,"0.00065"
"16","GO:0035255","ionotropic glutamate receptor binding",38,15,6.37,"0.00072"
"17","GO:0044877","protein-containing complex binding",1268,260,212.61,"0.00073"
"18","GO:0051020","GTPase binding",297,71,49.8,"0.00092"
"19","GO:0003712","transcription coregulator activity",426,95,71.43,"0.00165"
"20","GO:0004712","protein serine/threonine/tyrosine kinase activity",37,14,6.2,"0.00175"
