"","GO.ID","Term","Annotated","Significant","Expected","Fisher"
"1","GO:0033691","sialic acid binding",2,1,0,"0.0027"
"2","GO:1905576","ganglioside GT1b binding",3,1,0,"0.0041"
"3","GO:0008073","ornithine decarboxylase inhibitor activity",3,1,0,"0.0041"
"4","GO:0042802","identical protein binding",1659,7,2.27,"0.0043"
"5","GO:0031800","type 3 metabotropic glutamate receptor binding",4,1,0.01,"0.0055"
"6","GO:1990715","mRNA CDS binding",5,1,0.01,"0.0068"
"7","GO:0001069","regulatory region RNA binding",5,1,0.01,"0.0068"
"8","GO:0070324","thyroid hormone binding",6,1,0.01,"0.0082"
"9","GO:1990247","N6-methyladenosine-containing RNA binding",7,1,0.01,"0.0095"
"10","GO:0030235","nitric-oxide synthase regulator activity",8,1,0.01,"0.0109"
"11","GO:0005243","gap junction channel activity",9,1,0.01,"0.0123"
"12","GO:0019911","structural constituent of myelin sheath",9,1,0.01,"0.0123"
"13","GO:0098505","G-rich strand telomeric DNA binding",10,1,0.01,"0.0136"
"14","GO:0097157","pre-mRNA intronic binding",12,1,0.02,"0.0163"
"15","GO:0043047","single-stranded telomeric DNA binding",12,1,0.02,"0.0163"
"16","GO:0003735","structural constituent of ribosome",147,2,0.2,"0.0168"
"17","GO:0005198","structural molecule activity",407,3,0.56,"0.0169"
"18","GO:0098847","sequence-specific single stranded DNA binding",14,1,0.02,"0.0190"
"19","GO:0008179","adenylate cyclase binding",15,1,0.02,"0.0203"
"20","GO:0022829","wide pore channel activity",15,1,0.02,"0.0203"
