"","GO.ID","Term","Annotated","Significant","Expected","Fisher"
"1","GO:0003735","structural constituent of ribosome",157,39,10.8,"1.0e-12"
"2","GO:0031625","ubiquitin protein ligase binding",284,38,19.53,"5.9e-05"
"3","GO:0005515","protein binding",7233,591,497.44,"8.3e-05"
"4","GO:0001671","ATPase activator activity",23,8,1.58,"9.4e-05"
"5","GO:0004890","GABA-A receptor activity",15,6,1.03,"0.0003"
"6","GO:0016595","glutamate binding",13,5,0.89,"0.0012"
"7","GO:0031628","opioid receptor binding",8,4,0.55,"0.0012"
"8","GO:0003729","mRNA binding",284,33,19.53,"0.0021"
"9","GO:0005246","calcium channel regulator activity",35,8,2.41,"0.0022"
"10","GO:0098632","cell-cell adhesion mediator activity",28,7,1.93,"0.0023"
"11","GO:1904315","transmitter-gated ion channel activity involved in regulatio...",44,9,3.03,"0.0026"
"12","GO:0015078","proton transmembrane transporter activity",83,16,5.71,"0.0027"
"13","GO:0010856","adenylate cyclase activator activity",5,3,0.34,"0.0029"
"14","GO:0019843","rRNA binding",71,12,4.88,"0.0031"
"15","GO:0043548","phosphatidylinositol 3-kinase binding",37,8,2.54,"0.0031"
"16","GO:0051117","ATPase binding",93,14,6.4,"0.0044"
"17","GO:0030165","PDZ domain binding",103,15,7.08,"0.0045"
"18","GO:0050839","cell adhesion molecule binding",237,32,16.3,"0.0045"
"19","GO:0051427","hormone receptor binding",17,5,1.17,"0.0047"
"20","GO:0001639","PLC activating G protein-coupled glutamate receptor activity",2,2,0.14,"0.0047"
