"","GO.ID","Term","Annotated","Significant","Expected","Fisher"
"1","GO:0003735","structural constituent of ribosome",148,23,5.34,"3.1e-09"
"2","GO:0030550","acetylcholine receptor inhibitor activity",5,3,0.18,"0.00044"
"3","GO:0044325","ion channel binding",125,13,4.51,"0.00057"
"4","GO:0008379","thioredoxin peroxidase activity",6,3,0.22,"0.00086"
"5","GO:0033130","acetylcholine receptor binding",13,4,0.47,"0.00092"
"6","GO:0050839","cell adhesion molecule binding",229,21,8.26,"0.00103"
"7","GO:0004698","calcium-dependent protein kinase C activity",2,2,0.07,"0.00130"
"8","GO:0048306","calcium-dependent protein binding",62,8,2.24,"0.00165"
"9","GO:0086080","protein binding involved in heterotypic cell-cell adhesion",8,3,0.29,"0.00228"
"10","GO:0030235","nitric-oxide synthase regulator activity",8,3,0.29,"0.00228"
"11","GO:0001540","amyloid-beta binding",54,7,1.95,"0.00310"
"12","GO:0001642","group III metabotropic glutamate receptor activity",3,2,0.11,"0.00380"
"13","GO:0051020","GTPase binding",288,20,10.38,"0.00397"
"14","GO:0050998","nitric-oxide synthase binding",19,4,0.69,"0.00420"
"15","GO:0005246","calcium channel regulator activity",32,5,1.15,"0.00537"
"16","GO:0098973","structural constituent of postsynaptic actin cytoskeleton",4,2,0.14,"0.00742"
"17","GO:0005290","L-histidine transmembrane transporter activity",4,2,0.14,"0.00742"
"18","GO:0005021","vascular endothelial growth factor-activated receptor activity",4,2,0.14,"0.00742"
"19","GO:0001671","ATPase activator activity",24,4,0.87,"0.01000"
"20","GO:0004683","calmodulin-dependent protein kinase activity",24,4,0.87,"0.01000"
