"","GO.ID","Term","Annotated","Significant","Expected","Fisher"
"1","GO:0000014","single-stranded DNA endodeoxyribonuclease activity",1,0,0,"1"
"2","GO:0000049","tRNA binding",3,0,0,"1"
"3","GO:0000062","fatty-acyl-CoA binding",1,0,0,"1"
"4","GO:0000149","SNARE binding",9,0,0,"1"
"5","GO:0000166","nucleotide binding",83,0,0,"1"
"6","GO:0000175","3'-5'-exoribonuclease activity",2,0,0,"1"
"7","GO:0000268","peroxisome targeting sequence binding",1,0,0,"1"
"8","GO:0000287","magnesium ion binding",4,0,0,"1"
"9","GO:0000774","adenyl-nucleotide exchange factor activity",1,0,0,"1"
"10","GO:0000828","inositol hexakisphosphate kinase activity",1,0,0,"1"
"11","GO:0000829","inositol heptakisphosphate kinase activity",1,0,0,"1"
"12","GO:0000832","inositol hexakisphosphate 5-kinase activity",1,0,0,"1"
"13","GO:0000900","translation repressor activity, mRNA regulatory element bind...",1,0,0,"1"
"14","GO:0000976","transcription regulatory region sequence-specific DNA bindin...",31,0,0,"1"
"15","GO:0000977","RNA polymerase II transcription regulatory region sequence-s...",30,0,0,"1"
"16","GO:0000978","RNA polymerase II cis-regulatory region sequence-specific DN...",25,0,0,"1"
"17","GO:0000979","RNA polymerase II core promoter sequence-specific DNA bindin...",2,0,0,"1"
"18","GO:0000981","DNA-binding transcription factor activity, RNA polymerase II...",25,0,0,"1"
"19","GO:0000987","cis-regulatory region sequence-specific DNA binding",25,0,0,"1"
"20","GO:0000992","RNA polymerase III cis-regulatory region sequence-specific D...",1,0,0,"1"
