"","GO.ID","Term","Annotated","Significant","Expected","Fisher"
"1","GO:0051966","regulation of synaptic transmission, glutamatergic",69,12,2.51,"6.2e-06"
"2","GO:0071277","cellular response to calcium ion",70,11,2.55,"4.1e-05"
"3","GO:0007409","axonogenesis",413,36,15.02,"5.6e-05"
"4","GO:1905323","telomerase holoenzyme complex assembly",6,3,0.22,"0.00088"
"5","GO:0097374","sensory neuron axon guidance",2,2,0.07,"0.00132"
"6","GO:1902340","negative regulation of chromosome condensation",2,2,0.07,"0.00132"
"7","GO:0021589","cerebellum structural organization",2,2,0.07,"0.00132"
"8","GO:0021649","vestibulocochlear nerve structural organization",2,2,0.07,"0.00132"
"9","GO:1904835","dorsal root ganglion morphogenesis",2,2,0.07,"0.00132"
"10","GO:0150111","regulation of transepithelial transport",2,2,0.07,"0.00132"
"11","GO:0095500","acetylcholine receptor signaling pathway",24,5,0.87,"0.00149"
"12","GO:0010613","positive regulation of cardiac muscle hypertrophy",36,6,1.31,"0.00173"
"13","GO:0001662","behavioral fear response",49,7,1.78,"0.00184"
"14","GO:0007029","endoplasmic reticulum organization",78,9,2.84,"0.00203"
"15","GO:0007156","homophilic cell adhesion via plasma membrane adhesion molecules",94,10,3.42,"0.00216"
"16","GO:2000310","regulation of NMDA receptor activity",26,5,0.95,"0.00217"
"17","GO:0140058","neuron projection arborization",26,5,0.95,"0.00217"
"18","GO:1902414","protein localization to cell junction",128,12,4.65,"0.00242"
"19","GO:0050808","synapse organization",448,33,16.29,"0.00248"
"20","GO:0016339","calcium-dependent cell-cell adhesion via plasma membrane cell adhesion molecules",27,5,0.98,"0.00259"
