"","GO.ID","Term","Annotated","Significant","Expected","Fisher"
"1","GO:0043209","myelin sheath",191,5,0.31,"1.1e-05"
"2","GO:0098871","postsynaptic actin cytoskeleton",14,2,0.02,"0.00023"
"3","GO:0044305","calyx of Held",27,2,0.04,"0.00087"
"4","GO:0120220","basal body patch",1,1,0,"0.00164"
"5","GO:0099143","presynaptic actin cytoskeleton",1,1,0,"0.00164"
"6","GO:0022625","cytosolic large ribosomal subunit",52,2,0.09,"0.00321"
"7","GO:0005905","clathrin-coated pit",58,2,0.09,"0.00398"
"8","GO:0031523","Myb complex",4,1,0.01,"0.00653"
"9","GO:0099513","polymeric cytoskeletal fiber",482,4,0.79,"0.00700"
"10","GO:0097427","microtubule bundle",6,1,0.01,"0.00978"
"11","GO:0005884","actin filament",98,2,0.16,"0.01101"
"12","GO:0071439","clathrin complex",7,1,0.01,"0.01140"
"13","GO:0042382","paraspeckles",7,1,0.01,"0.01140"
"14","GO:0043296","apical junction complex",100,2,0.16,"0.01144"
"15","GO:0098685","Schaffer collateral - CA1 synapse",107,2,0.18,"0.01302"
"16","GO:0000276","mitochondrial proton-transporting ATP synthase complex, coupling factor F(o)",8,1,0.01,"0.01302"
"17","GO:0045263","proton-transporting ATP synthase complex, coupling factor F(o)",8,1,0.01,"0.01302"
"18","GO:0099501","exocytic vesicle membrane",110,2,0.18,"0.01372"
"19","GO:0030672","synaptic vesicle membrane",110,2,0.18,"0.01372"
"20","GO:0098850","extrinsic component of synaptic vesicle membrane",9,1,0.01,"0.01464"
