"","GO.ID","Term","Annotated","Significant","Expected","Fisher"
"1","GO:0022625","cytosolic large ribosomal subunit",53,34,8.64,"6.4e-15"
"2","GO:0014069","postsynaptic density",384,117,62.63,"1.4e-09"
"3","GO:0098978","glutamatergic synapse",491,130,80.08,"4.0e-09"
"4","GO:0030424","axon",661,175,107.81,"1.0e-07"
"5","GO:0043209","myelin sheath",198,62,32.29,"1.1e-07"
"6","GO:0022627","cytosolic small ribosomal subunit",43,22,7.01,"1.4e-07"
"7","GO:0043231","intracellular membrane-bounded organelle",8751,1578,1427.25,"2.0e-06"
"8","GO:0005654","nucleoplasm",3001,573,489.45,"2.7e-06"
"9","GO:0045202","synapse",1330,348,216.92,"6.6e-06"
"10","GO:0005737","cytoplasm",9080,1616,1480.91,"3.2e-05"
"11","GO:0043025","neuronal cell body",656,144,106.99,"6.9e-05"
"12","GO:0043198","dendritic shaft",69,24,11.25,"0.00014"
"13","GO:0042788","polysomal ribosome",29,13,4.73,"0.00028"
"14","GO:0030426","growth cone",200,52,32.62,"0.00030"
"15","GO:0098685","Schaffer collateral - CA1 synapse",108,32,17.61,"0.00037"
"16","GO:0005681","spliceosomal complex",180,47,29.36,"0.00051"
"17","GO:0098871","postsynaptic actin cytoskeleton",14,8,2.28,"0.00059"
"18","GO:0097452","GAIT complex",4,4,0.65,"0.00071"
"19","GO:0031090","organelle membrane",1899,391,309.72,"0.00075"
"20","GO:0098796","membrane protein complex",968,204,157.88,"0.00118"
