"","GO.ID","Term","Annotated","Significant","Expected","Fisher"
"1","GO:0048024","regulation of mRNA splicing, via spliceosome",95,5,0.66,"0.00051"
"2","GO:1902600","proton transmembrane transport",66,4,0.46,"0.00112"
"3","GO:0030521","androgen receptor signaling pathway",35,3,0.24,"0.00179"
"4","GO:0045176","apical protein localization",12,2,0.08,"0.00299"
"5","GO:0006406","mRNA export from nucleus",47,3,0.33,"0.00418"
"6","GO:0007005","mitochondrion organization",455,9,3.15,"0.00422"
"7","GO:0006511","ubiquitin-dependent protein catabolic process",553,11,3.83,"0.00445"
"8","GO:0033044","regulation of chromosome organization",157,5,1.09,"0.00466"
"9","GO:0034613","cellular protein localization",1531,22,10.6,"0.00487"
"10","GO:0007612","learning",162,5,1.12,"0.00532"
"11","GO:0019896","axonal transport of mitochondrion",16,2,0.11,"0.00534"
"12","GO:0032411","positive regulation of transporter activity",102,4,0.71,"0.00546"
"13","GO:0042775","mitochondrial ATP synthesis coupled electron transport",52,3,0.36,"0.00556"
"14","GO:0032413","negative regulation of ion transmembrane transporter activit...",55,3,0.38,"0.00650"
"15","GO:0010880","regulation of release of sequestered calcium ion into cytoso...",18,2,0.12,"0.00675"
"16","GO:0007205","protein kinase C-activating G protein-coupled receptor signa...",18,2,0.12,"0.00675"
"17","GO:1905528","positive regulation of Golgi lumen acidification",1,1,0.01,"0.00692"
"18","GO:1904911","negative regulation of establishment of RNA localization to ...",1,1,0.01,"0.00692"
"19","GO:0098507","polynucleotide 5' dephosphorylation",1,1,0.01,"0.00692"
"20","GO:2000986","negative regulation of behavioral fear response",1,1,0.01,"0.00692"
