"","GO.ID","Term","Annotated","Significant","Expected","Fisher"
"1","GO:0003735","structural constituent of ribosome",149,71,23.96,"1.4e-19"
"2","GO:0003729","mRNA binding",274,73,44.07,"4.8e-06"
"3","GO:0031490","chromatin DNA binding",69,22,11.1,"0.00084"
"4","GO:0005515","protein binding",7250,1270,1165.99,"0.00087"
"5","GO:0051117","ATPase binding",92,27,14.8,"0.00098"
"6","GO:0031625","ubiquitin protein ligase binding",281,65,45.19,"0.00121"
"7","GO:0001671","ATPase activator activity",24,10,3.86,"0.00252"
"8","GO:0098632","cell-cell adhesion mediator activity",28,11,4.5,"0.00271"
"9","GO:0070180","large ribosomal subunit rRNA binding",8,5,1.29,"0.00391"
"10","GO:0097100","supercoiled DNA binding",3,3,0.48,"0.00416"
"11","GO:0004111","creatine kinase activity",3,3,0.48,"0.00416"
"12","GO:0050998","nitric-oxide synthase binding",18,8,2.89,"0.00423"
"13","GO:0003723","RNA binding",1014,223,163.08,"0.00451"
"14","GO:0036002","pre-mRNA binding",34,12,5.47,"0.00497"
"15","GO:0005525","GTP binding",294,64,47.28,"0.00594"
"16","GO:0019905","syntaxin binding",75,21,12.06,"0.00623"
"17","GO:0034596","phosphatidylinositol phosphate 4-phosphatase activity",6,4,0.96,"0.00761"
"18","GO:0004983","neuropeptide Y receptor activity",6,4,0.96,"0.00761"
"19","GO:0070324","thyroid hormone binding",6,4,0.96,"0.00761"
"20","GO:0030276","clathrin binding",58,17,9.33,"0.00810"
