"","GO.ID","Term","Annotated","Significant","Expected","Fisher"
"1","GO:0022010","central nervous system myelination",24,2,0.03,"0.0005"
"2","GO:0098990","AMPA selective glutamate receptor signaling pathway",1,1,0,"0.0014"
"3","GO:0140021","mitochondrial ADP transmembrane transport",2,1,0,"0.0028"
"4","GO:1905663","positive regulation of telomerase RNA reverse transcriptase ...",2,1,0,"0.0028"
"5","GO:1990544","mitochondrial ATP transmembrane transport",2,1,0,"0.0028"
"6","GO:0090285","negative regulation of protein glycosylation in Golgi",2,1,0,"0.0028"
"7","GO:2000277","positive regulation of oxidative phosphorylation uncoupler a...",2,1,0,"0.0028"
"8","GO:0050771","negative regulation of axonogenesis",63,2,0.09,"0.0034"
"9","GO:0048708","astrocyte differentiation",66,2,0.09,"0.0038"
"10","GO:1990428","miRNA transport",3,1,0,"0.0042"
"11","GO:0099557","trans-synaptic signaling by trans-synaptic complex, modulati...",3,1,0,"0.0042"
"12","GO:1902268","negative regulation of polyamine transmembrane transport",3,1,0,"0.0042"
"13","GO:1902109","negative regulation of mitochondrial membrane permeability i...",4,1,0.01,"0.0056"
"14","GO:0010753","positive regulation of cGMP-mediated signaling",4,1,0.01,"0.0056"
"15","GO:0051343","positive regulation of cyclic-nucleotide phosphodiesterase a...",4,1,0.01,"0.0056"
"16","GO:0002181","cytoplasmic translation",90,2,0.13,"0.0069"
"17","GO:0044806","G-quadruplex DNA unwinding",5,1,0.01,"0.0070"
"18","GO:1901526","positive regulation of mitophagy",5,1,0.01,"0.0070"
"19","GO:0042552","myelination",131,4,0.18,"0.0076"
"20","GO:0060316","positive regulation of ryanodine-sensitive calcium-release c...",6,1,0.01,"0.0084"
