"","GO.ID","Term","Annotated","Significant","Expected","Fisher"
"1","GO:0022625","cytosolic large ribosomal subunit",52,17,2.56,"2.1e-10"
"2","GO:0022627","cytosolic small ribosomal subunit",44,13,2.17,"1.1e-07"
"3","GO:0043209","myelin sheath",198,29,9.74,"1.3e-07"
"4","GO:0033179","proton-transporting V-type ATPase, V0 domain",7,4,0.34,"0.00018"
"5","GO:1904115","axon cytoplasm",7,4,0.34,"0.00018"
"6","GO:0110165","cellular anatomical entity",12651,658,622.57,"0.00018"
"7","GO:0044306","neuron projection terminus",189,25,9.3,"0.00038"
"8","GO:0016471","vacuolar proton-transporting V-type ATPase complex",15,5,0.74,"0.00057"
"9","GO:0098978","glutamatergic synapse",493,41,24.26,"0.00070"
"10","GO:0030426","growth cone",199,21,9.79,"0.00081"
"11","GO:0001405","PAM complex, Tim23 associated import motor",5,3,0.25,"0.00110"
"12","GO:0098800","inner mitochondrial membrane protein complex",107,19,5.27,"0.00124"
"13","GO:0005762","mitochondrial large ribosomal subunit",58,9,2.85,"0.00196"
"14","GO:0005587","collagen type IV trimer",2,2,0.1,"0.00242"
"15","GO:1990257","piccolo-bassoon transport vesicle",2,2,0.1,"0.00242"
"16","GO:0098685","Schaffer collateral - CA1 synapse",108,13,5.31,"0.00245"
"17","GO:0042788","polysomal ribosome",29,6,1.43,"0.00250"
"18","GO:0005753","mitochondrial proton-transporting ATP synthase complex",13,4,0.64,"0.00291"
"19","GO:0033178","proton-transporting two-sector ATPase complex, catalytic domain",13,4,0.64,"0.00291"
"20","GO:0071014","post-mRNA release spliceosomal complex",13,4,0.64,"0.00291"
