"","GO.ID","Term","Annotated","Significant","Expected","Fisher"
"1","GO:0048488","synaptic vesicle endocytosis",65,14,2.75,"4.2e-07"
"2","GO:0007007","inner mitochondrial membrane organization",28,7,1.19,"0.00013"
"3","GO:0044571","[2Fe-2S] cluster assembly",4,3,0.17,"0.00029"
"4","GO:0047497","mitochondrion transport along microtubule",23,6,0.97,"0.00031"
"5","GO:0006412","translation",561,46,23.75,"0.00033"
"6","GO:2000300","regulation of synaptic vesicle exocytosis",78,11,3.3,"0.00042"
"7","GO:0030150","protein import into mitochondrial matrix",17,5,0.72,"0.00054"
"8","GO:1902474","positive regulation of protein localization to synapse",5,3,0.21,"0.00071"
"9","GO:0042776","mitochondrial ATP synthesis coupled proton transport",11,4,0.47,"0.00083"
"10","GO:0032981","mitochondrial respiratory chain complex I assembly",49,8,2.07,"0.00096"
"11","GO:0010880","regulation of release of sequestered calcium ion into cytoso...",20,5,0.85,"0.00122"
"12","GO:0009154","purine ribonucleotide catabolic process",30,6,1.27,"0.00140"
"13","GO:0036444","calcium import into the mitochondrion",13,4,0.55,"0.00168"
"14","GO:0046314","phosphocreatine biosynthetic process",2,2,0.08,"0.00179"
"15","GO:1902340","negative regulation of chromosome condensation",2,2,0.08,"0.00179"
"16","GO:1905552","positive regulation of protein localization to endoplasmic r...",2,2,0.08,"0.00179"
"17","GO:0050807","regulation of synapse organization",250,21,10.58,"0.00222"
"18","GO:0060316","positive regulation of ryanodine-sensitive calcium-release c...",7,3,0.3,"0.00233"
"19","GO:0006120","mitochondrial electron transport, NADH to ubiquinone",23,5,0.97,"0.00239"
"20","GO:0048024","regulation of mRNA splicing, via spliceosome",96,11,4.06,"0.00241"
