"","GO.ID","Term","Annotated","Significant","Expected","Fisher"
"1","GO:0048488","synaptic vesicle endocytosis",64,15,3.11,"1.9e-05"
"2","GO:0060316","positive regulation of ryanodine-sensitive calcium-release c...",6,4,0.29,"7.7e-05"
"3","GO:1902430","negative regulation of amyloid-beta formation",18,6,0.88,"0.00015"
"4","GO:0060315","negative regulation of ryanodine-sensitive calcium-release c...",8,4,0.39,"0.00033"
"5","GO:0051343","positive regulation of cyclic-nucleotide phosphodiesterase a...",4,3,0.19,"0.00044"
"6","GO:0006616","SRP-dependent cotranslational protein targeting to membrane,...",9,4,0.44,"0.00058"
"7","GO:0005513","detection of calcium ion",9,4,0.44,"0.00058"
"8","GO:0035307","positive regulation of protein dephosphorylation",40,8,1.95,"0.00058"
"9","GO:1902600","proton transmembrane transport",71,11,3.46,"0.00060"
"10","GO:1990542","mitochondrial transmembrane transport",78,15,3.8,"0.00063"
"11","GO:0047497","mitochondrion transport along microtubule",23,6,1.12,"0.00064"
"12","GO:0010880","regulation of release of sequestered calcium ion into cytoso...",17,5,0.83,"0.00102"
"13","GO:0030150","protein import into mitochondrial matrix",17,5,0.83,"0.00102"
"14","GO:1900034","regulation of cellular response to heat",5,3,0.24,"0.00107"
"15","GO:0097091","synaptic vesicle clustering",18,5,0.88,"0.00136"
"16","GO:0006457","protein folding",141,16,6.86,"0.00138"
"17","GO:0018026","peptidyl-lysine monomethylation",11,4,0.54,"0.00139"
"18","GO:0030007","cellular potassium ion homeostasis",11,4,0.54,"0.00139"
"19","GO:0006518","peptide metabolic process",722,58,35.14,"0.00147"
"20","GO:0072657","protein localization to membrane",543,46,26.42,"0.00202"
