"","GO.ID","Term","Annotated","Significant","Expected","Fisher"
"1","GO:0150111","regulation of transepithelial transport",2,2,0,"2.3e-06"
"2","GO:0048488","synaptic vesicle endocytosis",62,3,0.1,"0.00012"
"3","GO:0048024","regulation of mRNA splicing, via spliceosome",93,3,0.15,"0.00038"
"4","GO:0072749","cellular response to cytochalasin B",1,1,0,"0.00156"
"5","GO:0051621","regulation of norepinephrine uptake",2,1,0,"0.00312"
"6","GO:0071929","alpha-tubulin acetylation",2,1,0,"0.00312"
"7","GO:2000815","regulation of mRNA stability involved in response to oxidative stress",2,1,0,"0.00312"
"8","GO:0015866","ADP transport",2,1,0,"0.00312"
"9","GO:1902268","negative regulation of polyamine transmembrane transport",2,1,0,"0.00312"
"10","GO:2000277","positive regulation of oxidative phosphorylation uncoupler activity",2,1,0,"0.00312"
"11","GO:1900126","negative regulation of hyaluronan biosynthetic process",3,1,0,"0.00468"
"12","GO:0000380","alternative mRNA splicing, via spliceosome",69,2,0.11,"0.00510"
"13","GO:0001738","morphogenesis of a polarized epithelium",72,2,0.11,"0.00554"
"14","GO:0032091","negative regulation of protein binding",73,2,0.11,"0.00569"
"15","GO:1900227","positive regulation of NLRP3 inflammasome complex assembly",4,1,0.01,"0.00624"
"16","GO:1902396","protein localization to bicellular tight junction",4,1,0.01,"0.00624"
"17","GO:1902109","negative regulation of mitochondrial membrane permeability involved in apoptotic process",4,1,0.01,"0.00624"
"18","GO:0007043","cell-cell junction assembly",84,2,0.13,"0.00747"
"19","GO:0071896","protein localization to adherens junction",6,1,0.01,"0.00934"
"20","GO:1903076","regulation of protein localization to plasma membrane",95,2,0.15,"0.00947"
