"","GO.ID","Term","Annotated","Significant","Expected","Fisher"
"1","GO:0031981","nuclear lumen",3294,40,22.94,"0.0018"
"2","GO:0035770","ribonucleoprotein granule",214,6,1.49,"0.0038"
"3","GO:0043025","neuronal cell body",627,11,4.37,"0.0041"
"4","GO:0005737","cytoplasm",8715,76,60.68,"0.0042"
"5","GO:0033177","proton-transporting two-sector ATPase complex, proton-transp...",15,2,0.1,"0.0047"
"6","GO:0016604","nuclear body",642,11,4.47,"0.0049"
"7","GO:0022625","cytosolic large ribosomal subunit",52,3,0.36,"0.0056"
"8","GO:0098800","inner mitochondrial membrane protein complex",106,4,0.74,"0.0064"
"9","GO:0043194","axon initial segment",18,2,0.13,"0.0068"
"10","GO:0030142","COPI-coated Golgi to ER transport vesicle",1,1,0.01,"0.0070"
"11","GO:0099013","neuronal dense core vesicle lumen",1,1,0.01,"0.0070"
"12","GO:0016471","vacuolar proton-transporting V-type ATPase complex",19,2,0.13,"0.0076"
"13","GO:0150034","distal axon",328,7,2.28,"0.0079"
"14","GO:0044306","neuron projection terminus",179,5,1.25,"0.0082"
"15","GO:0005681","spliceosomal complex",182,5,1.27,"0.0088"
"16","GO:0098793","presynapse",440,8,3.06,"0.0116"
"17","GO:1902494","catalytic complex",1245,16,8.67,"0.0117"
"18","GO:0043209","myelin sheath",196,5,1.36,"0.0119"
"19","GO:0036464","cytoplasmic ribonucleoprotein granule",196,5,1.36,"0.0119"
"20","GO:0070418","DNA-dependent protein kinase complex",2,1,0.01,"0.0139"
