"","GO.ID","Term","Annotated","Significant","Expected","Fisher"
"1","GO:0022625","cytosolic large ribosomal subunit",52,16,2.47,"1.2e-09"
"2","GO:0043209","myelin sheath",199,29,9.44,"6.7e-08"
"3","GO:0022627","cytosolic small ribosomal subunit",45,13,2.14,"9.9e-08"
"4","GO:0033179","proton-transporting V-type ATPase, V0 domain",7,4,0.33,"0.00016"
"5","GO:1904115","axon cytoplasm",7,4,0.33,"0.00016"
"6","GO:0016471","vacuolar proton-transporting V-type ATPase complex",19,6,0.9,"0.00018"
"7","GO:0030672","synaptic vesicle membrane",76,12,3.61,"0.00023"
"8","GO:0030426","growth cone",190,21,9.02,"0.00027"
"9","GO:0032991","protein-containing complex",4384,292,208.06,"0.00060"
"10","GO:0098800","inner mitochondrial membrane protein complex",107,19,5.08,"0.00091"
"11","GO:0001405","PAM complex, Tim23 associated import motor",5,3,0.24,"0.00099"
"12","GO:0098871","postsynaptic actin cytoskeleton",5,3,0.24,"0.00099"
"13","GO:0043025","neuronal cell body",648,48,30.75,"0.00146"
"14","GO:0005762","mitochondrial large ribosomal subunit",58,9,2.75,"0.00153"
"15","GO:0098978","glutamatergic synapse",310,27,14.71,"0.00177"
"16","GO:0005737","cytoplasm",8992,501,426.76,"0.00192"
"17","GO:0005587","collagen type IV trimer",2,2,0.09,"0.00225"
"18","GO:1990257","piccolo-bassoon transport vesicle",2,2,0.09,"0.00225"
"19","GO:0043005","neuron projection",1338,113,63.5,"0.00244"
"20","GO:0005753","mitochondrial proton-transporting ATP synthase complex",13,4,0.62,"0.00255"
