"","GO.ID","Term","Annotated","Significant","Expected","Fisher"
"1","GO:0022625","cytosolic large ribosomal subunit",53,38,8.87,"1.1e-18"
"2","GO:0022627","cytosolic small ribosomal subunit",44,28,7.36,"4.1e-12"
"3","GO:0014069","postsynaptic density",386,114,64.6,"3.4e-09"
"4","GO:0043209","myelin sheath",200,67,33.47,"4.5e-09"
"5","GO:0045202","synapse",1338,355,223.92,"1.3e-08"
"6","GO:0098978","glutamatergic synapse",493,128,82.5,"8.7e-08"
"7","GO:0042788","polysomal ribosome",29,17,4.85,"4.1e-07"
"8","GO:0043025","neuronal cell body",663,159,110.95,"6.4e-07"
"9","GO:0005737","cytoplasm",9148,1693,1530.94,"1.7e-06"
"10","GO:0043231","intracellular membrane-bounded organelle",8805,1627,1473.54,"3.6e-06"
"11","GO:0030672","synaptic vesicle membrane",111,41,18.58,"1.7e-05"
"12","GO:0030426","growth cone",201,56,33.64,"4.8e-05"
"13","GO:0098685","Schaffer collateral - CA1 synapse",109,35,18.24,"5.8e-05"
"14","GO:0043197","dendritic spine",196,54,32.8,"8.9e-05"
"15","GO:0098800","inner mitochondrial membrane protein complex",108,41,18.07,"0.00033"
"16","GO:0005790","smooth endoplasmic reticulum",36,15,6.02,"0.00035"
"17","GO:0030424","axon",667,167,111.62,"0.00060"
"18","GO:0098982","GABA-ergic synapse",101,30,16.9,"0.00083"
"19","GO:0048471","perinuclear region of cytoplasm",602,130,100.75,"0.00092"
"20","GO:0071004","U2-type prespliceosome",15,8,2.51,"0.00128"
