"","GO.ID","Term","Annotated","Significant","Expected","Fisher"
"1","GO:0043209","myelin sheath",196,37,8.62,"3.8e-14"
"2","GO:0005762","mitochondrial large ribosomal subunit",58,13,2.55,"1.0e-06"
"3","GO:0030426","growth cone",201,22,8.84,"7.6e-05"
"4","GO:0022625","cytosolic large ribosomal subunit",53,10,2.33,"8.8e-05"
"5","GO:0098978","glutamatergic synapse",490,39,21.54,"0.00025"
"6","GO:0005747","mitochondrial respiratory chain complex I",40,8,1.76,"0.00029"
"7","GO:0030672","synaptic vesicle membrane",113,14,4.97,"0.00043"
"8","GO:0022627","cytosolic small ribosomal subunit",44,8,1.93,"0.00058"
"9","GO:0001405","PAM complex, Tim23 associated import motor",5,3,0.22,"0.00079"
"10","GO:0000275","mitochondrial proton-transporting ATP synthase complex, catalytic sector F(1)",5,3,0.22,"0.00079"
"11","GO:0045202","synapse",1328,101,58.39,"0.00103"
"12","GO:0043679","axon terminus",165,16,7.25,"0.00251"
"13","GO:0005787","signal peptidase complex",7,3,0.31,"0.00259"
"14","GO:0033179","proton-transporting V-type ATPase, V0 domain",7,3,0.31,"0.00259"
"15","GO:0061617","MICOS complex",7,3,0.31,"0.00259"
"16","GO:1904115","axon cytoplasm",7,3,0.31,"0.00259"
"17","GO:0036477","somatodendritic compartment",949,60,41.72,"0.00272"
"18","GO:0016471","vacuolar proton-transporting V-type ATPase complex",15,4,0.66,"0.00343"
"19","GO:0099055","integral component of postsynaptic membrane",156,15,6.86,"0.00366"
"20","GO:0005790","smooth endoplasmic reticulum",35,6,1.54,"0.00385"
