"","GO.ID","Term","Annotated","Significant","Expected","Fisher"
"1","GO:0042284","sphingolipid delta-4 desaturase activity",1,1,0,"0.0018"
"2","GO:0050251","retinol isomerase activity",1,1,0,"0.0018"
"3","GO:0017098","sulfonylurea receptor binding",2,1,0,"0.0037"
"4","GO:0030272","5-formyltetrahydrofolate cyclo-ligase activity",2,1,0,"0.0037"
"5","GO:0002135","CTP binding",2,1,0,"0.0037"
"6","GO:0031721","hemoglobin alpha binding",2,1,0,"0.0037"
"7","GO:0031722","hemoglobin beta binding",2,1,0,"0.0037"
"8","GO:0005080","protein kinase C binding",57,2,0.11,"0.0049"
"9","GO:0086056","voltage-gated calcium channel activity involved in AV node cell action potential",3,1,0.01,"0.0055"
"10","GO:0034056","estrogen response element binding",3,1,0.01,"0.0055"
"11","GO:0099184","structural constituent of postsynaptic intermediate filament cytoskeleton",3,1,0.01,"0.0055"
"12","GO:0003726","double-stranded RNA adenosine deaminase activity",3,1,0.01,"0.0055"
"13","GO:0032564","dATP binding",3,1,0.01,"0.0055"
"14","GO:0003725","double-stranded RNA binding",67,2,0.12,"0.0067"
"15","GO:0002134","UTP binding",4,1,0.01,"0.0074"
"16","GO:0030976","thiamine pyrophosphate binding",5,1,0.01,"0.0092"
"17","GO:0051082","unfolded protein binding",79,2,0.15,"0.0092"
"18","GO:0008251","tRNA-specific adenosine deaminase activity",6,1,0.01,"0.0110"
"19","GO:0070324","thyroid hormone binding",6,1,0.01,"0.0110"
"20","GO:0031720","haptoglobin binding",6,1,0.01,"0.0110"
