"","GO.ID","Term","Annotated","Significant","Expected","Fisher"
"1","GO:0071277","cellular response to calcium ion",70,9,1.63,"3.3e-05"
"2","GO:0009410","response to xenobiotic stimulus",201,15,4.67,"7.3e-05"
"3","GO:0007612","learning",162,13,3.77,"0.00011"
"4","GO:0007155","cell adhesion",1060,55,24.64,"0.00011"
"5","GO:0098900","regulation of action potential",51,7,1.19,"0.00017"
"6","GO:0030534","adult behavior",151,12,3.51,"0.00021"
"7","GO:0007413","axonal fasciculation",25,5,0.58,"0.00024"
"8","GO:0050802","circadian sleep/wake cycle, sleep",14,4,0.33,"0.00024"
"9","GO:0010595","positive regulation of endothelial cell migration",90,9,2.09,"0.00024"
"10","GO:0098696","regulation of neurotransmitter receptor localization to post...",15,4,0.35,"0.00032"
"11","GO:0045821","positive regulation of glycolytic process",15,4,0.35,"0.00032"
"12","GO:0051965","positive regulation of synapse assembly",75,8,1.74,"0.00034"
"13","GO:0021800","cerebral cortex tangential migration",7,3,0.16,"0.00041"
"14","GO:0048842","positive regulation of axon extension involved in axon guida...",7,3,0.16,"0.00041"
"15","GO:0086091","regulation of heart rate by cardiac conduction",28,5,0.65,"0.00042"
"16","GO:0050848","regulation of calcium-mediated signaling",61,7,1.42,"0.00051"
"17","GO:0097477","lateral motor column neuron migration",2,2,0.05,"0.00054"
"18","GO:0021589","cerebellum structural organization",2,2,0.05,"0.00054"
"19","GO:1902430","negative regulation of amyloid-beta formation",18,4,0.42,"0.00068"
"20","GO:0010001","glial cell differentiation",222,14,5.16,"0.00071"
