"","GO.ID","Term","Annotated","Significant","Expected","Fisher"
"1","GO:0060080","inhibitory postsynaptic potential",18,5,0.23,"2.5e-06"
"2","GO:1900222","negative regulation of amyloid-beta clearance",7,3,0.09,"7.1e-05"
"3","GO:0097484","dendrite extension",39,5,0.5,"0.00013"
"4","GO:0006695","cholesterol biosynthetic process",40,5,0.51,"0.00015"
"5","GO:1901303","negative regulation of cargo loading into COPII-coated vesicle",2,2,0.03,"0.00016"
"6","GO:0007158","neuron cell-cell adhesion",9,3,0.12,"0.00017"
"7","GO:0007613","memory",134,8,1.72,"0.00034"
"8","GO:0046068","cGMP metabolic process",13,3,0.17,"0.00054"
"9","GO:0006935","chemotaxis",416,16,5.35,"0.00068"
"10","GO:0048168","regulation of neuronal synaptic plasticity",65,7,0.84,"0.00080"
"11","GO:0021542","dentate gyrus development",15,3,0.19,"0.00085"
"12","GO:1904862","inhibitory synapse assembly",15,3,0.19,"0.00085"
"13","GO:0007409","axonogenesis",410,14,5.28,"0.00085"
"14","GO:0006874","cellular calcium ion homeostasis",324,12,4.17,"0.00100"
"15","GO:0048169","regulation of long-term neuronal synaptic plasticity",35,4,0.45,"0.00102"
"16","GO:0007156","homophilic cell adhesion via plasma membrane adhesion molecules",90,6,1.16,"0.00106"
"17","GO:0097106","postsynaptic density organization",36,4,0.46,"0.00113"
"18","GO:0000188","inactivation of MAPK activity",17,3,0.22,"0.00125"
"19","GO:0050832","defense response to fungus",17,3,0.22,"0.00125"
"20","GO:0050896","response to stimulus",5683,111,73.13,"0.00128"
