"","GO.ID","Term","Annotated","Significant","Expected","Fisher"
"1","GO:0086091","regulation of heart rate by cardiac conduction",29,2,0.05,"0.00091"
"2","GO:0001552","ovarian follicle atresia",1,1,0,"0.00155"
"3","GO:1901389","negative regulation of transforming growth factor beta activ...",1,1,0,"0.00155"
"4","GO:0043666","regulation of phosphoprotein phosphatase activity",52,2,0.08,"0.00291"
"5","GO:1903512","phytanic acid metabolic process",2,1,0,"0.00310"
"6","GO:1902340","negative regulation of chromosome condensation",2,1,0,"0.00310"
"7","GO:0051586","positive regulation of dopamine uptake involved in synaptic ...",2,1,0,"0.00310"
"8","GO:0031247","actin rod assembly",2,1,0,"0.00310"
"9","GO:2000474","regulation of opioid receptor signaling pathway",3,1,0,"0.00465"
"10","GO:0098912","membrane depolarization during atrial cardiac muscle cell ac...",3,1,0,"0.00465"
"11","GO:0018125","peptidyl-cysteine methylation",3,1,0,"0.00465"
"12","GO:1903660","negative regulation of complement-dependent cytotoxicity",3,1,0,"0.00465"
"13","GO:0033693","neurofilament bundle assembly",3,1,0,"0.00465"
"14","GO:1904093","negative regulation of autophagic cell death",4,1,0.01,"0.00620"
"15","GO:0048936","peripheral nervous system neuron axonogenesis",4,1,0.01,"0.00620"
"16","GO:1904879","positive regulation of calcium ion transmembrane transport v...",4,1,0.01,"0.00620"
"17","GO:0090230","regulation of centromere complex assembly",4,1,0.01,"0.00620"
"18","GO:0019062","virion attachment to host cell",5,1,0.01,"0.00774"
"19","GO:0086045","membrane depolarization during AV node cell action potential",5,1,0.01,"0.00774"
"20","GO:1901843","positive regulation of high voltage-gated calcium channel ac...",5,1,0.01,"0.00774"
