"","GO.ID","Term","Annotated","Significant","Expected","Fisher"
"1","GO:0030425","dendrite",661,26,8.42,"2.8e-07"
"2","GO:0043025","neuronal cell body",645,25,8.22,"6.5e-07"
"3","GO:0005794","Golgi apparatus",1247,32,15.89,"9.6e-05"
"4","GO:0014069","postsynaptic density",386,15,4.92,"0.00013"
"5","GO:0043005","neuron projection",1328,45,16.92,"0.00032"
"6","GO:0098982","GABA-ergic synapse",102,7,1.3,"0.00032"
"7","GO:0099056","integral component of presynaptic membrane",103,7,1.31,"0.00034"
"8","GO:0098684","photoreceptor ribbon synapse",12,3,0.15,"0.00041"
"9","GO:0048471","perinuclear region of cytoplasm",587,18,7.48,"0.00051"
"10","GO:0098978","glutamatergic synapse",490,16,6.24,"0.00053"
"11","GO:0035976","transcription factor AP-1 complex",4,2,0.05,"0.00095"
"12","GO:0005615","extracellular space",756,20,9.63,"0.00155"
"13","GO:0072534","perineuronal net",6,2,0.08,"0.00234"
"14","GO:0043195","terminal bouton",74,5,0.94,"0.00251"
"15","GO:0045202","synapse",1319,41,16.8,"0.00274"
"16","GO:0034706","sodium channel complex",23,3,0.29,"0.00298"
"17","GO:0042641","actomyosin",77,5,0.98,"0.00299"
"18","GO:0043209","myelin sheath",194,8,2.47,"0.00342"
"19","GO:0005886","plasma membrane",3506,72,44.67,"0.00416"
"20","GO:0098835","presynaptic endocytic zone membrane",9,2,0.11,"0.00548"
