"","GO.ID","Term","Annotated","Significant","Expected","Fisher"
"1","GO:0048172","regulation of short-term neuronal synaptic plasticity",20,10,1.51,"5.4e-07"
"2","GO:0010976","positive regulation of neuron projection development",204,35,15.42,"3.8e-06"
"3","GO:0007613","memory",135,31,10.21,"9.6e-06"
"4","GO:0007156","homophilic cell adhesion via plasma membrane adhesion molecules",91,20,6.88,"1.2e-05"
"5","GO:0007409","axonogenesis",416,64,31.45,"1.5e-05"
"6","GO:0007157","heterophilic cell-cell adhesion via plasma membrane cell adhesion molecules",42,12,3.18,"4.3e-05"
"7","GO:0099175","regulation of postsynapse organization",107,21,8.09,"4.3e-05"
"8","GO:0007097","nuclear migration",30,10,2.27,"4.3e-05"
"9","GO:0099525","presynaptic dense core vesicle exocytosis",7,5,0.53,"4.5e-05"
"10","GO:0050804","modulation of chemical synaptic transmission",467,85,35.31,"4.7e-05"
"11","GO:0060291","long-term synaptic potentiation",103,22,7.79,"0.00013"
"12","GO:0008090","retrograde axonal transport",23,10,1.74,"0.00013"
"13","GO:0045956","positive regulation of calcium ion-dependent exocytosis",17,7,1.29,"0.00014"
"14","GO:0007214","gamma-aminobutyric acid signaling pathway",28,9,2.12,"0.00014"
"15","GO:0090150","establishment of protein localization to membrane",223,33,16.86,"0.00015"
"16","GO:1902949","positive regulation of tau-protein kinase activity",5,4,0.38,"0.00015"
"17","GO:0001764","neuron migration",160,26,12.1,"0.00016"
"18","GO:0051223","regulation of protein transport",463,57,35,"0.00017"
"19","GO:0002090","regulation of receptor internalization",70,15,5.29,"0.00019"
"20","GO:0008038","neuron recognition",50,12,3.78,"0.00027"
