"","GO.ID","Term","Annotated","Significant","Expected","Fisher"
"1","GO:0006012","galactose metabolic process",8,1,0,"0.0024"
"2","GO:0046835","carbohydrate phosphorylation",14,1,0,"0.0041"
"3","GO:0035987","endodermal cell differentiation",16,1,0,"0.0047"
"4","GO:1902430","negative regulation of amyloid-beta formation",19,1,0.01,"0.0056"
"5","GO:0010954","positive regulation of protein processing",20,1,0.01,"0.0059"
"6","GO:1902993","positive regulation of amyloid precursor protein catabolic process",24,1,0.01,"0.0071"
"7","GO:0032092","positive regulation of protein binding",89,1,0.03,"0.0261"
"8","GO:0007155","cell adhesion",1048,2,0.31,"0.0324"
"9","GO:0022610","biological adhesion",1054,2,0.31,"0.0327"
"10","GO:0051099","positive regulation of binding",165,1,0.05,"0.0479"
"11","GO:0043393","regulation of protein binding",188,1,0.06,"0.0544"
"12","GO:0051098","regulation of binding",321,1,0.09,"0.0916"
"13","GO:0009611","response to wounding",334,1,0.1,"0.0952"
"14","GO:0044093","positive regulation of molecular function",1224,1,0.36,"0.3157"
"15","GO:0065009","regulation of molecular function",2035,1,0.6,"0.4790"
"16","GO:0006950","response to stress",2593,1,0.77,"0.5731"
"17","GO:0050896","response to stimulus",5658,1,1.67,"0.8854"
"18","GO:0006793","phosphorus metabolic process",2224,1,0.66,"1.0000"
"19","GO:1901564","organonitrogen compound metabolic process",4640,1,1.37,"1.0000"
"20","GO:0044281","small molecule metabolic process",1211,1,0.36,"1.0000"
