"","GO.ID","Term","Annotated","Significant","Expected","Fisher"
"1","GO:0044325","ion channel binding",122,26,9.3,"1.3e-06"
"2","GO:0005509","calcium ion binding",461,64,35.12,"1.8e-06"
"3","GO:0097110","scaffold protein binding",65,17,4.95,"4.9e-06"
"4","GO:0019901","protein kinase binding",670,88,51.05,"1.4e-05"
"5","GO:0005248","voltage-gated sodium channel activity",21,8,1.6,"9.2e-05"
"6","GO:0001540","amyloid-beta binding",56,13,4.27,"0.00023"
"7","GO:0005516","calmodulin binding",166,26,12.65,"0.00033"
"8","GO:0035373","chondroitin sulfate proteoglycan binding",3,3,0.23,"0.00044"
"9","GO:0016887","ATPase activity",394,49,30.02,"0.00045"
"10","GO:0005245","voltage-gated calcium channel activity",39,10,2.97,"0.00052"
"11","GO:0005524","ATP binding",1219,123,92.88,"0.00062"
"12","GO:0047485","protein N-terminus binding",121,20,9.22,"0.00079"
"13","GO:0030971","receptor tyrosine kinase binding",63,13,4.8,"0.00079"
"14","GO:0050750","low-density lipoprotein particle receptor binding",22,7,1.68,"0.00090"
"15","GO:0005158","insulin receptor binding",22,7,1.68,"0.00090"
"16","GO:0043548","phosphatidylinositol 3-kinase binding",35,9,2.67,"0.00096"
"17","GO:0098632","cell-cell adhesion mediator activity",29,8,2.21,"0.00112"
"18","GO:0051428","peptide hormone receptor binding",12,5,0.91,"0.00128"
"19","GO:0019829","ATPase-coupled cation transmembrane transporter activity",37,9,2.82,"0.00148"
"20","GO:0015662","ion transmembrane transporter activity, phosphorylative mechanism",18,6,1.37,"0.00161"
