"","GO.ID","Term","Annotated","Significant","Expected","Fisher"
"1","GO:0099061","integral component of postsynaptic density membrane",38,2,0.06,"0.0016"
"2","GO:0030424","axon",645,5,1.01,"0.0028"
"3","GO:0061202","clathrin-sculpted gamma-aminobutyric acid transport vesicle ...",2,1,0,"0.0031"
"4","GO:0098793","presynapse",440,4,0.69,"0.0045"
"5","GO:0035976","transcription factor AP-1 complex",4,1,0.01,"0.0063"
"6","GO:0032993","protein-DNA complex",100,2,0.16,"0.0106"
"7","GO:0036056","filtration diaphragm",7,1,0.01,"0.0109"
"8","GO:0036057","slit diaphragm",7,1,0.01,"0.0109"
"9","GO:0098978","glutamatergic synapse",309,3,0.49,"0.0120"
"10","GO:0036477","somatodendritic compartment",922,5,1.45,"0.0125"
"11","GO:0017146","NMDA selective glutamate receptor complex",9,1,0.01,"0.0140"
"12","GO:0042734","presynaptic membrane",120,2,0.19,"0.0150"
"13","GO:0030425","dendrite",656,4,1.03,"0.0178"
"14","GO:0097447","dendritic tree",659,4,1.03,"0.0180"
"15","GO:0000786","nucleosome",14,1,0.02,"0.0218"
"16","GO:0043679","axon terminus",157,2,0.25,"0.0249"
"17","GO:0099503","secretory vesicle",412,3,0.65,"0.0257"
"18","GO:0044306","neuron projection terminus",178,2,0.28,"0.0314"
"19","GO:0044815","DNA packaging complex",21,1,0.03,"0.0325"
"20","GO:0008021","synaptic vesicle",188,2,0.3,"0.0347"
