"","GO.ID","Term","Annotated","Significant","Expected","Fisher"
"1","GO:0005006","epidermal growth factor-activated receptor activity",3,1,0,"0.00023"
"2","GO:0048408","epidermal growth factor binding",3,1,0,"0.00023"
"3","GO:0030235","nitric-oxide synthase regulator activity",7,1,0,"0.00054"
"4","GO:0019903","protein phosphatase binding",152,1,0.01,"0.01181"
"5","GO:0051015","actin filament binding",160,1,0.01,"0.01243"
"6","GO:0019902","phosphatase binding",193,1,0.01,"0.01500"
"7","GO:0031625","ubiquitin protein ligase binding",270,1,0.02,"0.02098"
"8","GO:0044389","ubiquitin-like protein ligase binding",283,1,0.02,"0.02199"
"9","GO:0003779","actin binding",322,1,0.03,"0.02502"
"10","GO:0003682","chromatin binding",515,1,0.04,"0.04002"
"11","GO:0019900","kinase binding",693,1,0.05,"0.05385"
"12","GO:0008092","cytoskeletal protein binding",787,1,0.06,"0.06116"
"13","GO:0005524","ATP binding",1132,1,0.09,"0.08797"
"14","GO:0044877","protein-containing complex binding",1138,1,0.09,"0.08844"
"15","GO:0032559","adenyl ribonucleotide binding",1182,1,0.09,"0.09186"
"16","GO:0030554","adenyl nucleotide binding",1194,1,0.09,"0.09279"
"17","GO:0035639","purine ribonucleoside triphosphate binding",1384,1,0.11,"0.10755"
"18","GO:0032555","purine ribonucleotide binding",1437,1,0.11,"0.11167"
"19","GO:0017076","purine nucleotide binding",1450,1,0.11,"0.11268"
"20","GO:0032553","ribonucleotide binding",1451,1,0.11,"0.11276"
