"","GO.ID","Term","Annotated","Significant","Expected","Fisher"
"1","GO:0031492","nucleosomal DNA binding",7,1,0,"0.0011"
"2","GO:0000979","RNA polymerase II core promoter sequence-specific DNA binding",18,1,0,"0.0029"
"3","GO:0004715","non-membrane spanning protein tyrosine kinase activity",25,1,0,"0.0040"
"4","GO:0000978","RNA polymerase II cis-regulatory region sequence-specific DNA binding",754,1,0.12,"0.1175"
"5","GO:0000987","cis-regulatory region sequence-specific DNA binding",768,1,0.12,"0.1196"
"6","GO:0005524","ATP binding",1122,1,0.18,"0.1721"
"7","GO:0032559","adenyl ribonucleotide binding",1169,1,0.19,"0.1790"
"8","GO:0030554","adenyl nucleotide binding",1180,1,0.19,"0.1806"
"9","GO:0035639","purine ribonucleoside triphosphate binding",1374,1,0.22,"0.2086"
"10","GO:0032555","purine ribonucleotide binding",1425,1,0.23,"0.2158"
"11","GO:0017076","purine nucleotide binding",1437,1,0.23,"0.2175"
"12","GO:0032553","ribonucleotide binding",1439,1,0.23,"0.2178"
"13","GO:0097367","carbohydrate derivative binding",1623,1,0.26,"0.2438"
"14","GO:0000166","nucleotide binding",1626,1,0.26,"0.2442"
"15","GO:1901265","nucleoside phosphate binding",1626,1,0.26,"0.2442"
"16","GO:0043168","anion binding",1771,1,0.28,"0.2643"
"17","GO:0036094","small molecule binding",1821,1,0.29,"0.2712"
"18","GO:1901363","heterocyclic compound binding",4009,2,0.64,"0.3208"
"19","GO:0097159","organic cyclic compound binding",4058,2,0.65,"0.3247"
"20","GO:0043167","ion binding",3960,1,0.64,"0.5350"
