"","GO.ID","Term","Annotated","Significant","Expected","Fisher"
"1","GO:0045956","positive regulation of calcium ion-dependent exocytosis",17,9,1.06,"2.1e-07"
"2","GO:0010976","positive regulation of neuron projection development",206,31,12.87,"4.5e-06"
"3","GO:0006695","cholesterol biosynthetic process",41,12,2.56,"4.8e-06"
"4","GO:0007156","homophilic cell adhesion via plasma membrane adhesion molecules",90,18,5.62,"9.3e-06"
"5","GO:0090630","activation of GTPase activity",91,17,5.68,"4.1e-05"
"6","GO:0099072","regulation of postsynaptic membrane neurotransmitter receptor levels",93,17,5.81,"5.5e-05"
"7","GO:0007616","long-term memory",37,10,2.31,"6.4e-05"
"8","GO:0007411","axon guidance",203,28,12.68,"6.4e-05"
"9","GO:1902949","positive regulation of tau-protein kinase activity",5,4,0.31,"7.2e-05"
"10","GO:0060080","inhibitory postsynaptic potential",19,7,1.19,"9.4e-05"
"11","GO:0043087","regulation of GTPase activity",280,43,17.49,"9.8e-05"
"12","GO:0048172","regulation of short-term neuronal synaptic plasticity",20,7,1.25,"0.00014"
"13","GO:0048013","ephrin receptor signaling pathway",33,9,2.06,"0.00014"
"14","GO:0048169","regulation of long-term neuronal synaptic plasticity",34,9,2.12,"0.00018"
"15","GO:0007214","gamma-aminobutyric acid signaling pathway",29,8,1.81,"0.00030"
"16","GO:0007612","learning",159,22,9.93,"0.00036"
"17","GO:0099637","neurotransmitter receptor transport",62,12,3.87,"0.00039"
"18","GO:0071277","cellular response to calcium ion",71,13,4.44,"0.00040"
"19","GO:0097484","dendrite extension",39,9,2.44,"0.00054"
"20","GO:0031324","negative regulation of cellular metabolic process",2014,160,125.81,"0.00057"
