"","GO.ID","Term","Annotated","Significant","Expected","Fisher"
"1","GO:0048713","regulation of oligodendrocyte differentiation",28,9,1.98,"8.6e-05"
"2","GO:0022010","central nervous system myelination",17,7,1.2,"8.9e-05"
"3","GO:0071205","protein localization to juxtaparanode region of axon",5,4,0.35,"0.00012"
"4","GO:0002175","protein localization to paranode region of axon",5,4,0.35,"0.00012"
"5","GO:0045687","positive regulation of glial cell differentiation",25,8,1.77,"0.00022"
"6","GO:0031643","positive regulation of myelination",14,6,0.99,"0.00023"
"7","GO:0042552","myelination",87,27,6.16,"0.00033"
"8","GO:0043217","myelin maintenance",10,5,0.71,"0.00033"
"9","GO:0030913","paranodal junction assembly",6,4,0.43,"0.00033"
"10","GO:0042759","long-chain fatty acid biosynthetic process",6,4,0.43,"0.00033"
"11","GO:0048708","astrocyte differentiation",41,10,2.91,"0.00044"
"12","GO:0071248","cellular response to metal ion",91,16,6.45,"0.00057"
"13","GO:0051241","negative regulation of multicellular organismal process",393,52,27.85,"0.00087"
"14","GO:0014015","positive regulation of gliogenesis",38,13,2.69,"0.00132"
"15","GO:0072337","modified amino acid transport",4,3,0.28,"0.00134"
"16","GO:0033629","negative regulation of cell adhesion mediated by integrin",4,3,0.28,"0.00134"
"17","GO:0010935","regulation of macrophage cytokine production",4,3,0.28,"0.00134"
"18","GO:1902817","negative regulation of protein localization to microtubule",4,3,0.28,"0.00134"
"19","GO:0002643","regulation of tolerance induction",4,3,0.28,"0.00134"
"20","GO:0030517","negative regulation of axon extension",32,8,2.27,"0.00138"
