"","GO.ID","Term","Annotated","Significant","Expected","Fisher"
"1","GO:0032981","mitochondrial respiratory chain complex I assembly",40,35,20.78,"2.1e-06"
"2","GO:0002181","cytoplasmic translation",76,58,39.48,"9.9e-06"
"3","GO:0006096","glycolytic process",40,32,20.78,"0.00022"
"4","GO:0032469","endoplasmic reticulum calcium ion homeostasis",19,17,9.87,"0.00064"
"5","GO:0071702","organic substance transport",1240,723,644.08,"0.00087"
"6","GO:0006886","intracellular protein transport",585,344,303.86,"0.00093"
"7","GO:0006099","tricarboxylic acid cycle",21,18,10.91,"0.00131"
"8","GO:0061082","myeloid leukocyte cytokine production",10,10,5.19,"0.00142"
"9","GO:0015986","ATP synthesis coupled proton transport",14,13,7.27,"0.00144"
"10","GO:0019079","viral genome replication",54,39,28.05,"0.00184"
"11","GO:0099003","vesicle-mediated transport in synapse",194,121,100.77,"0.00192"
"12","GO:0043648","dicarboxylic acid metabolic process",35,27,18.18,"0.00193"
"13","GO:0009060","aerobic respiration",44,37,22.85,"0.00223"
"14","GO:0030330","DNA damage response, signal transduction by p53 class mediat...",26,21,13.5,"0.00229"
"15","GO:0006879","cellular iron ion homeostasis",23,19,11.95,"0.00230"
"16","GO:0006996","organelle organization",1902,1072,987.93,"0.00249"
"17","GO:0032607","interferon-alpha production",13,12,6.75,"0.00259"
"18","GO:0050691","regulation of defense response to virus by host",13,12,6.75,"0.00259"
"19","GO:0018026","peptidyl-lysine monomethylation",9,9,4.67,"0.00274"
"20","GO:0070863","positive regulation of protein exit from endoplasmic reticul...",9,9,4.67,"0.00274"
