"","GO.ID","Term","Annotated","Significant","Expected","Fisher"
"1","GO:0006886","intracellular protein transport",586,410,369.41,"0.00014"
"2","GO:0090150","establishment of protein localization to membrane",156,118,98.34,"0.00048"
"3","GO:0006096","glycolytic process",40,35,25.22,"0.00055"
"4","GO:0007010","cytoskeleton organization",672,472,423.63,"0.00104"
"5","GO:0007009","plasma membrane organization",53,44,33.41,"0.00124"
"6","GO:0016458","gene silencing",91,71,57.37,"0.00151"
"7","GO:0015986","ATP synthesis coupled proton transport",14,14,8.83,"0.00155"
"8","GO:0006511","ubiquitin-dependent protein catabolic process",390,273,245.86,"0.00180"
"9","GO:0072594","establishment of protein localization to organelle",263,188,165.8,"0.00205"
"10","GO:0006119","oxidative phosphorylation",62,50,39.08,"0.00208"
"11","GO:0006996","organelle organization",1902,1316,1199.02,"0.00219"
"12","GO:0006997","nucleus organization",65,52,40.98,"0.00239"
"13","GO:0060627","regulation of vesicle-mediated transport",328,231,206.77,"0.00243"
"14","GO:0099003","vesicle-mediated transport in synapse",194,141,122.3,"0.00258"
"15","GO:0016197","endosomal transport",147,109,92.67,"0.00260"
"16","GO:0010256","endomembrane system organization",248,185,156.34,"0.00313"
"17","GO:1903900","regulation of viral life cycle",53,43,33.41,"0.00343"
"18","GO:0030838","positive regulation of actin filament polymerization",53,43,33.41,"0.00343"
"19","GO:0001676","long-chain fatty acid metabolic process",22,20,13.87,"0.00360"
"20","GO:0006633","fatty acid biosynthetic process",49,40,30.89,"0.00383"
