"","GO.ID","Term","Annotated","Significant","Expected","Fisher"
"1","GO:0098978","glutamatergic synapse",422,207,142.19,"1.3e-11"
"2","GO:0014069","postsynaptic density",331,169,111.53,"2.0e-11"
"3","GO:0030425","dendrite",528,252,177.91,"3.0e-08"
"4","GO:0043025","neuronal cell body",467,221,157.36,"8.2e-08"
"5","GO:0030426","growth cone",167,88,56.27,"2.5e-07"
"6","GO:0043209","myelin sheath",167,86,56.27,"1.2e-06"
"7","GO:0098685","Schaffer collateral - CA1 synapse",98,55,33.02,"3.7e-06"
"8","GO:0045202","synapse",1051,505,354.14,"7.1e-06"
"9","GO:0030424","axon",510,255,171.85,"1.0e-05"
"10","GO:0099056","integral component of presynaptic membrane",78,48,26.28,"1.3e-05"
"11","GO:0016459","myosin complex",14,12,4.72,"9.1e-05"
"12","GO:0032809","neuronal cell body membrane",24,17,8.09,"0.00022"
"13","GO:0005798","Golgi-associated vesicle",58,33,19.54,"0.00023"
"14","GO:0030673","axolemma",17,13,5.73,"0.00038"
"15","GO:0098871","postsynaptic actin cytoskeleton",12,10,4.04,"0.00059"
"16","GO:0030136","clathrin-coated vesicle",63,34,21.23,"0.00070"
"17","GO:0044306","neuron projection terminus",135,69,45.49,"0.00071"
"18","GO:0043679","axon terminus",121,58,40.77,"0.00075"
"19","GO:0032590","dendrite membrane",38,26,12.8,"0.00086"
"20","GO:0098688","parallel fiber to Purkinje cell synapse",26,17,8.76,"0.00093"
