"","GO.ID","Term","Annotated","Significant","Expected","Fisher"
"1","GO:0098978","glutamatergic synapse",422,331,283.89,"1.3e-07"
"2","GO:0014069","postsynaptic density",331,258,222.67,"8.2e-06"
"3","GO:0030426","growth cone",167,135,112.35,"5.8e-05"
"4","GO:0005730","nucleolus",428,321,287.93,"0.00021"
"5","GO:0022625","cytosolic large ribosomal subunit",49,44,32.96,"0.00023"
"6","GO:0005829","cytosol",1868,1331,1256.65,"0.00028"
"7","GO:0030125","clathrin vesicle coat",20,20,13.45,"0.00036"
"8","GO:0005776","autophagosome",51,45,34.31,"0.00051"
"9","GO:0097470","ribbon synapse",19,19,12.78,"0.00053"
"10","GO:0030425","dendrite",528,389,355.2,"0.00056"
"11","GO:0022627","cytosolic small ribosomal subunit",39,35,26.24,"0.00110"
"12","GO:0042788","polysomal ribosome",29,27,19.51,"0.00111"
"13","GO:0043025","neuronal cell body",467,344,314.16,"0.00118"
"14","GO:0005654","nucleoplasm",1750,1242,1177.27,"0.00166"
"15","GO:0000785","chromatin",283,217,190.38,"0.00240"
"16","GO:0030132","clathrin coat of coated pit",15,15,10.09,"0.00260"
"17","GO:0005769","early endosome",167,129,112.35,"0.00282"
"18","GO:0044232","organelle membrane contact site",26,24,17.49,"0.00299"
"19","GO:0001726","ruffle",89,72,59.87,"0.00301"
"20","GO:0010494","cytoplasmic stress granule",44,38,29.6,"0.00345"
