"","GO.ID","Term","Annotated","Significant","Expected","Fisher"
"1","GO:1901537","positive regulation of DNA demethylation",4,3,0.18,"0.00035"
"2","GO:1900087","positive regulation of G1/S transition of mitotic cell cycle",16,5,0.72,"0.00051"
"3","GO:1902916","positive regulation of protein polyubiquitination",5,3,0.22,"0.00084"
"4","GO:0051785","positive regulation of nuclear division",21,5,0.94,"0.00198"
"5","GO:0036091","positive regulation of transcription from RNA polymerase II promoter in response to oxidative stress",2,2,0.09,"0.00201"
"6","GO:0048245","eosinophil chemotaxis",2,2,0.09,"0.00201"
"7","GO:1902722","positive regulation of prolactin secretion",2,2,0.09,"0.00201"
"8","GO:0006123","mitochondrial electron transport, cytochrome c to oxygen",7,3,0.31,"0.00273"
"9","GO:0002274","myeloid leukocyte activation",56,8,2.51,"0.00325"
"10","GO:0060080","inhibitory postsynaptic potential",15,4,0.67,"0.00366"
"11","GO:0007252","I-kappaB phosphorylation",8,3,0.36,"0.00423"
"12","GO:0061847","response to cholecystokinin",3,2,0.13,"0.00584"
"13","GO:0031652","positive regulation of heat generation",3,2,0.13,"0.00584"
"14","GO:1905702","regulation of inhibitory synapse assembly",3,2,0.13,"0.00584"
"15","GO:1904637","cellular response to ionomycin",3,2,0.13,"0.00584"
"16","GO:0009449","gamma-aminobutyric acid biosynthetic process",3,2,0.13,"0.00584"
"17","GO:0014054","positive regulation of gamma-aminobutyric acid secretion",3,2,0.13,"0.00584"
"18","GO:0071320","cellular response to cAMP",17,4,0.76,"0.00594"
"19","GO:0017145","stem cell division",17,4,0.76,"0.00594"
"20","GO:0006351","transcription, DNA-templated",1314,85,58.94,"0.00598"
